sdss_id,teff,logg,fe_h,mg_h,v_macro,snr,g_mag,bp_mag,rp_mag,plx,e_plx,gaia_dr3_source_id
54380899,6849.273,4.4342403,0.0431408,-0.2031849,29.997288,263.00443,8.914276,9.123394,8.551487,6.1196394,0.015753834,421460918812474880
54381179,5513.1753,4.5659537,-0.4058554,-0.19748046,1.7545217,75.83025,12.31786,12.702776,11.765824,4.257944,0.010061024,421484828887308416
54381610,6979.1816,4.739648,-0.13230816,-0.18378372,29.981892,145.0355,9.944448,10.162783,9.570125,4.736283,0.013406866,421525132863453824
54381716,4129.7793,4.6684155,-0.5001639,-0.5659357,2.964116,75.604095,13.097993,14.070384,12.1183,11.2432995,0.012325797,421535342004177920
54382194,4526.1953,4.6558633,-0.030008672,-0.025364116,2.0929947,183.6759,11.334396,11.961169,10.581321,12.658294,0.017774742,421580662500717568
54382690,6264.703,4.60446,-0.24659255,-0.33729798,17.342852,151.70258,10.0610485,10.275083,9.641039,5.046772,0.020062935,421624952204135680
54383089,4650.061,4.676687,0.01522602,0.0073331245,3.3073282,460.11948,11.588513,12.21451,10.835704,10.872425,0.015575183,421659964775120512
54383257,4983.5425,4.617776,0.26293546,0.24601711,3.9740076,170.66077,13.127133,13.648445,12.459627,3.754209,0.011556524,421671784525037952
54384153,5145.5654,4.7011375,-0.65804815,-0.46128643,9.246362,106.87412,12.070253,12.543024,11.428706,5.8863463,0.08841907,421737308547507456
54384212,6700.8096,4.343432,0.023507703,0.0120954225,6.416571,173.17676,9.739294,10.010862,9.299892,4.489809,0.012405966,421741358693955840
54384337,4432.3076,4.6470017,-0.058292743,0.090342656,0.1368096,153.81056,13.955014,14.666853,13.133782,4.3253946,0.016377373,421751086802560128
54384398,6176.39,4.1899877,-0.30119246,-0.3361411,29.893759,406.61298,8.156347,8.361544,7.795159,8.864341,0.25145537,421754728934768384
54384703,6063.805,4.648385,0.017963447,0.016994847,1.5974542,142.58954,10.890728,11.208199,10.404819,4.9842896,0.013708641,421778608953882496
54384717,5852.34,4.83385,-0.19798243,-0.12159364,0.11125605,100.582794,11.748424,12.131398,11.195537,4.8672504,0.051964622,421779777184963584
54384917,4685.015,4.7207065,0.028937154,0.030065037,4.430313,128.51425,13.738642,14.3442335,13.000401,3.8963168,0.015133202,421794929827418368
54385169,4044.1794,4.8460574,0.1088319,0.013844454,4.2079268,147.52501,14.426986,15.358667,13.472874,5.220784,0.018437363,421814617957188736
54385622,4335.3857,4.569584,-0.21651463,-0.13233006,4.805608,759.21497,11.055983,11.920041,10.139367,19.50729,0.04779612,421850455165213696
54385706,5570.3535,4.0353074,-0.121848285,-0.2991657,29.997372,253.2497,13.537604,14.315385,12.653333,0.4900938,0.013141714,421856742997282816
54385938,6291.653,4.3882546,-0.20195615,-0.19368352,12.858189,197.84258,9.966016,10.223334,9.545185,5.3792763,0.014159496,421875847012776960
54386116,5432.1274,4.279709,-0.5741306,-0.4032367,2.2157729,160.76787,10.731949,11.04217,10.243372,6.488212,0.012396702,421888899411056000
54386327,5914.982,4.8529034,-0.21301898,-0.19975214,4.8233376,137.43138,11.083721,11.397675,10.599225,5.5754724,0.015362238,421905739986165504
54386397,5607.204,4.5121727,0.13172449,0.12195935,0.9179692,157.63644,11.073005,11.455178,10.523992,5.8589177,0.016882485,421911168824778112
54386478,4765.6357,4.8603907,-1.3728901,-1.5930331,4.9510574,343.3166,14.449979,15.95625,13.252044,14.3085985,0.021183962,421917594095590272
54386548,5480.7656,4.5661287,-0.028883195,0.022915663,4.5158677,83.66766,12.222409,12.674517,11.603768,4.298078,0.022314548,421922881192309120
54386702,4393.016,4.6699963,-0.12503195,-0.08313814,20.701262,371.2185,12.460056,13.186385,11.636234,6.5843806,0.011552024,421935839115358848
54386765,5333.451,4.7491918,-0.29557624,-0.13796698,7.9938054,158.14217,14.0817995,14.661034,13.35054,2.319147,0.04018025,421942951581106816
54386933,5488.4497,4.548413,-0.12904605,-0.103467464,3.4420202,118.743515,11.612953,12.006247,11.0482235,5.718047,0.027711751,421959925291773312
54387197,6375.584,4.297131,-0.15026659,-0.22469172,17.916021,214.08426,9.789765,10.018495,9.405216,5.0090604,0.012502799,421981949884743040
54387226,5606.8677,4.5529466,0.042343967,-0.041180488,0.7197655,86.21635,11.80348,12.177999,11.262951,4.693406,0.10612556,421984385122987392
54387234,5223.31,4.0054426,-0.3219389,-0.106777556,6.3238883,141.85342,13.785182,14.372076,13.0523205,1.0917009,0.013918617,421985145340492160
54387384,4748.7476,4.7074766,-0.27366102,-0.19185162,6.1262727,63.81926,15.707657,16.500092,14.7958145,2.2622273,0.060745347,422000710301742592
54387618,5468.9194,4.3348737,-0.15347774,-0.3023264,6.4613967,115.08845,11.390136,11.730643,10.8877125,4.9920697,0.017772764,422019127122614400
54387752,6885.798,4.638703,-0.33343083,-0.73183006,29.99645,256.99435,8.402891,8.668045,7.9697566,4.7221866,0.016711347,422028301172609024
54387946,5125.417,4.4855847,-0.011057257,0.13404024,5.1649594,286.1223,11.629866,12.0799675,11.018593,6.5137186,0.012762958,422044862567363584
54388216,6163.6323,4.3775396,0.04147177,-0.10588135,9.407105,530.45166,9.378735,9.629872,8.968032,7.1720853,0.013994073,422066887159413760
54388266,5452.3975,4.683816,-0.06564204,-0.1265922,6.027619,155.94847,12.367481,12.786464,11.781445,4.366251,0.010852626,422071452699722112
54388467,5821.4487,4.695344,-0.11021807,0.009891117,0.36011586,195.52846,10.134641,10.47521,9.615529,8.306276,0.013572158,422086781445918976
54388588,6432.8667,4.500595,-0.173321,-0.2995284,27.261398,337.25812,8.747628,8.981861,8.351747,5.9714565,0.022030292,422097639123114368
54388701,6115.745,4.364935,0.07280196,-0.017798606,1.1659975,80.44009,10.271118,10.566211,9.811569,4.1774726,0.011815789,422108187563946368
54388920,5373.2114,4.861154,0.11729588,0.050727114,11.232854,65.134285,12.514186,12.969272,11.90076,4.6542497,0.0103295725,422128425449665408
54389110,5097.279,4.6157064,0.16839628,0.18753333,5.3106513,250.28185,11.921475,12.403769,11.284572,6.1463513,0.011799056,422145777118489216
54389138,4040.0183,4.7955227,-0.4547264,-0.45870957,8.043482,157.82181,13.800655,14.798923,12.811607,8.808688,0.014478619,422148079220822912
54389693,4254.8037,4.5325785,-0.14989361,-0.13130757,16.130608,72.56374,15.818955,16.760637,14.799885,2.532279,0.11839968,422197419805879936
54389733,5247.425,4.0372996,0.1549351,0.2516064,8.403762,723.7126,10.514112,10.986035,9.881567,4.153481,0.017487915,422200512182161024
54389783,5041.5415,4.8090167,-1.4678049,-2.2670405,4.2100644,135.73564,14.742198,16.346392,13.522046,23.714048,0.018714374,422204253090333824
54389850,4145.74,4.890873,0.26304862,0.19207513,0.10661173,65.358,15.629736,16.591347,14.662077,2.9405546,0.027425101,422209033397221888
54390292,5499.9165,4.6190424,0.14956525,0.122176655,29.873018,75.935165,11.593967,12.019469,11.003842,4.375536,0.03813748,422251502032297088
54390421,6135.9497,4.561624,-0.1798423,-0.23772469,3.8229795,169.08455,10.5413685,10.847001,10.059647,5.975004,0.023167016,422264318214548352
54390858,5636.642,4.682194,-0.29423854,-0.25939533,0.21880165,89.12008,11.583075,11.951999,11.043561,5.5208077,0.0140857175,422311562855420288
54391620,5892.326,4.875046,-0.16447026,-0.15771817,1.8245277,85.41817,12.317302,12.716827,11.751832,4.127455,0.010949295,422385500711999104
54391776,5476.3706,4.556849,-0.0060465313,0.024598924,5.085727,98.12256,12.091715,12.4996605,11.519719,4.2274904,0.009337295,422399038447948160
54392015,5260.5054,4.561586,0.09815219,0.27197826,5.372828,162.94077,12.655098,13.137544,12.01819,4.092038,0.012006492,422420586304858240
54392204,4400.503,4.9415298,-0.8840452,-0.8848665,0.11710513,280.58197,13.451476,14.410905,12.48054,10.044743,0.01261213,422437388218180480
54392424,5836.906,4.4248223,-0.1989703,-0.21742788,22.975658,950.7275,9.895737,10.197132,9.420025,6.4458547,0.035820667,422483666481788160
54392763,5268.4443,4.659418,-0.037187267,-0.0951835,8.890611,406.52484,12.592044,12.684972,11.567072,-9999.0,-9999.0,422486763162640512
54393129,4899.6797,4.388472,-0.022228153,0.018438712,8.84056,111.62772,14.848856,15.421278,14.063736,1.659111,0.13431592,422520259611723648
54393138,4445.5435,4.8586607,-0.16220362,-0.1877663,8.168372,212.22635,11.467733,12.244068,10.610948,16.481266,0.016068608,422521152955514112
54393586,5799.7705,4.6529794,-0.016794289,-0.080974035,7.606763,179.26239,10.776573,11.10943,10.272184,6.4984903,0.014709663,422564725408280192
54393588,4174.0757,4.6166215,0.07692374,0.049717247,4.357533,122.27299,15.1257515,15.955194,14.235032,3.1102345,0.024121894,422565206444609792
54393637,5993.927,4.041502,-0.22850083,-0.47341192,29.722841,82.120834,13.520965,13.853115,13.019422,1.1398964,0.015209473,422569363972915968
54393853,4271.4307,4.5850925,0.017900845,0.01782166,15.109247,186.33376,13.401625,14.155563,12.55494,4.384701,0.023987299,422586750000407168
54393854,5669.0312,4.423406,-0.051201403,-0.06523091,5.2251062,140.49777,13.324638,13.7888365,12.693329,2.2492728,0.0122425575,422586818719738112
54393880,4987.021,4.5449734,0.045832895,0.030760774,8.86257,63.1438,14.671559,15.344902,13.866723,1.7701449,0.03661209,422589120822178432
54393897,6594.563,4.9704165,-0.42882302,-0.7254303,9.762727,144.86018,12.764016,13.156141,12.198911,2.0598395,0.0135145355,422590873168873600
54394062,5682.948,4.374037,-0.7792114,-0.59871525,4.887625,207.48717,11.146016,11.462672,10.66323,5.0484653,0.016670076,422607846880448128
54394121,5942.324,4.171923,-0.4528365,-0.4350859,10.11723,522.8661,10.409024,10.671296,9.983514,4.176218,0.018353945,422613584957509248
54394142,4074.2734,4.5359473,-0.56387013,-0.5579054,7.203171,307.9425,13.741029,14.910541,12.663458,9.799951,0.014031429,422614753187783040
54394188,6107.5356,4.2928605,-0.062049694,-0.1284828,29.995129,192.14476,10.792927,11.071569,10.353561,4.4671288,0.014856416,422619907148572800
54394250,4923.951,4.6067114,-0.12621652,-0.1495009,29.997257,315.81165,10.9968405,11.407924,10.411425,6.5557947,0.013890771,422625782663627136
54394265,5799.7456,4.5818515,0.10026005,0.09068324,5.3617992,200.12242,11.610798,11.982457,11.068422,4.3745303,0.013700048,422627466290926208
54394371,5595.3745,4.3962116,0.007928237,-0.08158526,9.547322,368.6387,11.3080015,11.656693,10.79481,4.9332857,0.014962038,422638289606860800
54394415,5154.179,4.693093,0.14233595,0.11023185,6.9464684,584.84326,10.778882,11.248717,10.149852,10.553286,0.011957335,422641966098805632
54394439,6023.033,4.508711,-0.06300249,-0.19014432,5.9469023,414.21234,11.127974,11.443839,10.647255,4.604192,0.014700111,422645810089137024
54394490,6269.2173,4.32934,0.065393515,-0.0911078,14.38635,620.07697,10.11803,10.389742,9.684307,4.40753,0.012992472,422650693472186880
54394612,6759.27,4.37137,-0.1860775,-0.39004558,29.99666,1178.1232,8.420317,8.638536,8.043765,5.6541343,0.020644736,422664403007683840
54394670,4948.611,4.4933143,-0.8579649,-0.44993576,2.302008,1033.4816,10.210071,10.621937,9.624315,14.55197,0.012741997,422668972852822528
54394916,5750.5254,4.5816927,0.10696725,0.080344945,5.0745554,160.28566,12.9599085,13.398234,12.356937,2.7213168,0.018836806,422689485619495552
54395003,4201.571,4.641753,-0.19755708,-0.17978102,5.727664,363.86194,11.954546,12.739023,11.09107,13.440586,0.011393265,422696185766437888
54395162,5807.2056,4.4218345,-0.6297548,-0.29470485,5.2680492,377.40164,12.477136,12.854757,11.692712,2.690627,0.37995514,422711544572156160
54395405,6144.78,4.5508327,-0.16003318,-0.2236748,17.231758,372.5427,10.2523365,10.552923,9.783287,5.670729,0.016803289,422733466083342080
54395451,6438.1484,4.2610517,-0.52403265,-0.6176794,8.164709,325.9804,10.452636,10.707142,10.035637,4.093385,0.017037235,422737864131681280
54395716,5338.968,4.539448,-0.33382207,-0.031939212,4.554171,308.77902,11.010409,11.384024,10.46672,7.0321927,0.016017597,422759751283905920
54395765,6465.6455,4.6093826,-0.14636987,-0.20680897,8.873964,430.00925,10.389207,10.664548,9.9533,5.4076743,0.013303121,422764145025249920
54395855,5503.8745,4.7414255,0.010659493,-0.015039471,11.010355,354.5454,11.849996,12.263115,11.271018,5.279815,0.012257696,422771738527426048
54396129,5776.26,4.03569,-0.23091567,-0.24261692,8.403586,1206.068,8.930257,9.206628,8.485564,8.747188,0.014161971,422792049435437952
54396584,5141.5913,4.744923,0.04327369,-0.07388743,14.760203,500.85352,11.551763,12.002341,10.941148,6.9706073,0.013788579,422830120026455296
54396709,6329.794,4.352266,-0.5580291,-1.0514394,29.994087,231.06969,11.463622,11.736169,11.01331,1.2208098,0.017484086,422841488796322304
54396734,6875.424,4.267521,-0.48981014,-1.1352447,29.987617,237.81323,12.394837,12.189535,11.416629,1.4167912,0.73435736,422844890410412544
54397048,5244.658,4.520045,0.2232002,0.38281405,6.154633,609.6621,11.295217,11.726171,10.709579,6.0778775,0.021854855,422870389640392064
54397229,6287.5024,4.421011,-0.050203964,-0.18345423,13.9075365,493.38232,10.728679,11.043422,10.244663,3.6817868,0.05432202,422885885883328000
54397282,4288.8755,4.8062305,-0.28303733,-0.34033936,4.380867,396.29218,12.92396,13.984558,11.8989315,11.877864,0.016083648,422891555240123392
54397291,4787.9277,4.2782345,-0.10199988,-0.22930391,21.780344,141.94557,13.710892,14.4380665,12.870885,2.2869515,0.013136969,422892551672534528
54397382,6755.588,4.955739,0.072358936,-0.19263956,29.992765,437.80396,12.111482,12.635049,11.401436,2.3228722,0.028885935,422901244686236672
54397488,5306.1826,4.5459733,-0.06269698,-0.1721505,29.984093,242.2769,12.93219,13.513905,12.191669,2.3601334,0.014439974,422909868980610048
54397535,5716.264,4.32036,-0.22492935,-0.1822771,5.872371,569.3724,11.009335,11.341925,10.5071125,5.0429044,0.012864886,422912652109509632
54397630,5342.267,4.5577173,-0.01639406,0.20345992,5.57945,288.34567,11.598204,12.026817,11.005404,5.911177,0.012609313,422920962871145600
54397695,4760.2104,4.485707,-1.1757272,-1.3583001,26.913113,477.70447,12.7889,14.127794,11.6449995,22.127453,0.14102316,422926945768252288
54397774,4827.935,4.812266,-0.95054364,-1.0268714,12.448853,251.60089,13.623308,14.634699,12.626315,10.65696,0.013238826,422933336679531648
54397833,5570.2686,4.3409367,-0.17988561,-0.19709173,3.3796935,382.48013,10.880577,11.22649,10.363546,5.8078475,0.011936567,422937597287008256
54397860,5654.4077,4.5454307,-0.020219548,-0.15456754,8.014345,349.8076,10.792197,11.121486,10.297728,5.9651375,0.010961603,422940483505011456
54397866,6187.5317,4.4474106,-0.23038982,-0.34110895,29.13485,243.5596,11.795723,12.190047,11.222245,2.3024664,0.011084361,422941033260805504
54397987,5192.514,4.2329535,-0.06526579,-0.102095805,24.038471,249.79094,13.11183,13.727147,12.348172,2.2942011,0.010772806,422951066304346368
54398010,5729.764,4.2834606,-0.308914,-0.3648561,7.149907,384.04688,11.30513,11.637527,10.805637,4.1365943,0.015027427,422953918163588736
54398059,5761.511,4.3562555,0.17308907,0.12915838,5.605936,1494.6661,8.379958,8.710007,7.8801813,16.658209,0.016110258,422957732094478208
54398137,6128.2915,4.1128287,-0.31798974,-0.37788844,17.799696,229.21292,12.898556,12.668097,11.8025875,1.7806106,0.22527659,422962606876445696
54398175,5911.0767,4.5037093,-0.009041142,-0.10685858,7.153108,480.5443,11.044986,11.388373,10.53159,5.3918643,0.119183436,422965256877117312
54398490,5144.639,4.2175503,-0.2206246,-0.29986882,8.208346,211.00757,13.522077,14.108164,12.786059,2.3169782,0.013905957,422995252929342592
54398613,6318.064,4.313332,-0.0598402,-0.18636838,29.939947,368.2736,12.255153,12.669957,11.656607,2.3554454,0.010506941,423008447068819968
54398617,4892.9067,4.67626,-0.27870134,-0.1718392,9.555406,115.913185,13.656757,14.258118,12.91676,2.882735,0.012889827,423009202983091968
54398691,5784.449,4.4270954,-0.3121682,-0.33748662,9.293599,711.61145,10.787686,11.127879,10.26972,4.6038766,0.016034834,423017307578620288
54398740,5478.5776,4.490548,-0.16712601,-0.18319272,7.625633,334.61588,11.915821,12.310167,11.355106,4.84982,0.0102397315,423024286909062784
54399134,5569.811,4.5290475,0.09091352,0.098340936,5.306363,223.1718,12.188596,12.615573,11.599416,4.0596185,0.010369546,423060811309538304
54399167,5244.6196,4.1878285,-0.20000826,-0.14018328,6.5891604,257.64517,12.048062,12.466911,11.46387,4.118635,0.015061852,423062902950362496
54399173,4360.8276,4.633381,0.03388991,-0.03651761,4.8725977,390.4607,11.841448,12.560225,11.021126,11.69992,0.012036861,423063250851019648
54399205,5790.5474,4.3635325,0.096461445,0.08852898,3.6452281,475.05582,10.770585,11.142163,10.228915,5.072302,0.013181857,423066858623481984
54399573,5677.9756,4.095477,-0.015261701,-0.041122325,5.710874,791.52386,9.53773,9.858476,9.049342,6.7743325,0.012960572,423098022906850688
54399598,5258.7334,4.697133,0.24763751,0.2409469,5.3404484,272.6536,12.029424,12.523513,11.385272,5.8892646,0.009447478,423100290649543040
54399663,6689.7026,4.5795445,-0.11645551,-0.45594373,29.995163,98.290565,13.364758,13.782,12.771698,1.6363301,0.012233751,423105513329781376
54399693,5188.85,4.3671594,-0.0071152262,-0.1201492,29.283136,170.39565,13.160229,13.73947,12.427969,2.2829,0.011914308,423109739577494912
54399832,6241.783,4.458329,-0.1277689,-0.23616283,9.974343,534.3577,11.16539,11.485855,10.673971,4.1696515,0.0124199875,423123414753292288
54400114,5988.4004,4.3843226,-0.21200098,-0.25987962,29.513395,145.56041,10.861403,11.134993,10.426825,4.365764,0.01382153,423148875320108032
54400117,6671.8335,4.1619687,-1.1584574,-2.2771761,17.729305,451.26672,11.063739,11.373758,10.558503,0.26077446,0.01490789,423149081478526464
54400171,5677.0884,4.255191,-0.16808768,-0.04075008,6.5504465,1216.4545,9.361739,9.698177,8.852118,8.023252,0.035755005,423154544676921344
54400253,5625.701,4.5911503,-0.34299093,-0.0700135,6.0341234,493.16016,11.197177,11.560514,10.667889,6.136349,0.014687042,423159969213756032
54400337,5767.746,4.4888396,-0.22035915,-0.16441886,6.4125557,662.06903,10.68487,11.00682,10.195607,6.8753633,0.0115428055,423165608513502848
54400419,6110.964,4.510465,0.07663597,-0.08579681,12.406142,527.52924,10.601304,10.899971,10.141226,4.9577165,0.011419566,423174507685656448
54400542,5423.452,4.4301815,0.025170878,0.10928881,10.32863,332.86096,11.325741,11.735413,10.749441,4.735905,0.025016233,423185605881825408
54400657,5923.1265,4.241767,0.048096087,-0.04724452,7.9339046,65.394455,13.227645,13.815272,12.489027,2.193141,0.011003361,423195192247972992
54400692,5463.7583,4.4213457,-0.16478905,-0.1002408,5.239916,331.48938,11.689069,12.089157,11.122386,5.4028935,0.012870777,423197666140169984
54400770,6730.825,4.733511,-0.23422988,-0.64628375,29.979685,150.27765,12.702461,-9999.0,-9999.0,1.7477727,0.18818733,423206152995192320
54401108,5637.394,4.5049944,-0.0755638,0.049043085,6.1175356,511.9953,11.58449,11.9708185,11.03273,4.8236227,0.011521522,423235766797338880
54401208,5658.2153,4.5697284,0.14145158,0.067250945,9.250293,567.41815,11.267742,11.645611,10.725435,5.497491,0.013435683,423243948709856896
54401415,5536.887,4.4699636,-0.23835772,-0.18864062,7.125097,274.2277,11.9358015,12.291938,11.412397,4.2409816,0.010086704,423257967490269440
54401594,4863.2266,4.6343412,-0.11262218,-0.07166201,7.1288023,113.13929,13.733737,14.282349,13.038477,3.4363008,0.013295674,423271539587953664
54401622,6137.401,4.0963984,-0.18150145,-0.26190457,26.473312,768.67004,9.421878,9.674507,9.00513,5.582061,0.089054585,423272604739857408
54401854,5739.5195,4.3926873,0.2792345,0.22166507,7.665673,391.6584,11.083152,11.44256,10.56077,4.2800665,0.01234479,423288169701204608
54402019,5215.955,4.66919,0.085002415,0.12545961,0.28930154,77.44369,12.252644,12.722024,11.626893,5.238233,0.0095308935,423298340183540352
54404067,4058.5007,4.8376327,0.03385644,0.042064365,3.087051,62.57787,13.297561,14.161691,12.369041,8.409503,0.014011196,423496424074014080
54404266,5306.5312,4.6979547,-0.15941289,0.037653536,6.112022,60.047405,12.37471,12.832992,11.755515,5.139959,0.020530928,423514737815835776
54405798,6095.9604,4.3011146,-0.07307078,-0.21189183,15.305211,164.84438,10.538388,10.592208,9.876724,2.9616563,0.11308747,423652863953275648
54405967,5161.897,4.5433545,0.06603212,0.028787944,26.46047,73.84767,11.073749,11.511193,10.456397,7.827689,0.024813142,423669150479405696
54406192,6754.8867,4.0319915,-0.6543106,-1.0282074,29.840818,60.68482,11.97601,12.179326,11.635008,1.5793296,0.015917271,423686841440436608
54408319,6386.667,4.6711364,0.112402126,-0.0961897,8.310051,62.961136,12.500292,12.859286,11.97374,2.1942348,0.013667155,423848607093401344
54409841,5736.354,4.49434,-0.09768226,-0.08722761,4.1434865,155.91951,10.486312,10.825899,9.97254,5.715229,0.029631171,423973405967025408
54409877,6781.7393,4.456487,-1.4604725,-2.4460204,18.947601,172.1649,9.258409,9.320329,9.094159,0.32340485,0.017374108,423977219895137408
54412461,4609.6963,4.6228714,0.20631589,0.22577599,3.9348454,133.92934,14.351132,14.438113,12.9654875,3.1550553,0.049190003,424180045430466176
54413407,4879.6646,4.6980715,-0.021927187,-0.060302258,6.6173253,109.90639,11.83321,11.938494,10.787754,-9999.0,-9999.0,424249623898148864
54414941,4002.987,4.9182987,0.13183574,0.12580791,0.40210065,86.65254,14.828507,15.776962,13.863274,4.5729446,0.023355793,424365583714478720
54416225,5067.333,4.4048963,0.25867525,0.27595434,3.6908717,81.236374,13.062275,13.586895,12.387489,3.5269625,0.011381485,424455816690412032
54420143,4091.0415,4.8221846,-0.24746148,-0.30211848,7.438596,88.87224,15.019315,15.967526,14.050279,3.1704469,0.030004757,424751344796788992
54420368,5243.87,4.67115,0.06379053,-0.015101953,7.303544,208.42563,13.186501,13.647314,12.567242,3.3411167,0.012959175,424765878965986176
54421843,4549.884,4.761438,-0.19584154,-0.1871339,2.2242563,99.52793,14.800365,15.477821,14.006733,2.9493432,0.021459341,424864560137336192
54421985,4833.625,4.6563983,-0.048828848,0.0066307588,5.3456283,270.8398,12.502948,13.031714,11.827026,5.756727,0.011133764,424875074216982016
54422124,5104.2217,4.5728683,-0.14278331,-0.107267626,13.5436735,348.35886,12.060783,12.632046,11.336532,5.9585156,0.06536656,424883797289750272
54423212,4221.968,4.456527,-0.18866214,-0.17425004,1.8749708,73.68066,13.915573,14.607024,13.113571,4.5438905,0.013763494,424956369356510592
54423377,4350.9224,4.4865375,-0.027581448,-0.04725651,6.988005,112.51888,14.896103,15.523642,13.948963,-9999.0,-9999.0,424966402401390592
54423559,4701.512,4.725602,-0.041293774,-0.007943094,5.307013,71.79487,14.476624,15.039347,13.770823,3.095273,0.017793266,424978222151116544
54423703,4766.8467,4.950791,-1.4255793,-1.7445663,8.333125,85.84186,13.987405,15.5204115,12.7848015,20.516863,0.016352827,424986674646826624
54423798,4838.48,4.6690474,0.07113777,0.13422604,5.638523,70.717476,15.0488615,15.321939,13.964016,1.01732,0.30070508,424993855833207808
54424195,4785.401,4.659818,0.13182987,0.16171333,8.420102,82.48334,15.54069,16.25163,14.721771,1.776562,0.029479215,425024779597418624
54424369,6028.0273,4.470769,-0.21311972,-0.25276476,6.8361206,168.12718,6.762044,7.6099744,5.8559637,168.71857,0.021581342,425040000962497792
54424370,6066.672,4.684202,-0.22048385,-0.21422361,6.1123314,204.77995,3.3200667,3.7355075,2.8486214,168.83215,0.1663396,425040000962559616
54429367,4695.6733,4.6560965,0.019454224,-0.024285031,8.71422,106.546524,15.078701,15.8050995,14.252287,2.5209806,0.02274678,425406653728565376
54429533,4300.1987,4.62603,0.055059265,-0.0114710685,5.3259845,70.576805,19.552744,20.48682,17.933447,1.1817993,0.30647218,425420638133142400
54429610,5278.8096,4.5646663,0.26358536,0.41305056,5.0396805,132.57822,13.625005,14.204677,12.905189,2.880957,0.012844161,425426651097067392
54429755,5185.851,4.76768,-0.06778106,-0.0049133445,5.096248,83.56981,14.703006,15.301007,13.964747,2.2780695,0.020211747,425439810876938496
54429782,4212.981,4.506853,-0.092028394,-0.043105435,6.634929,87.91048,15.92033,16.36737,14.430209,2.6662073,0.30492944,425441803741504896
54429788,5471.6562,4.634562,0.13838814,0.10578629,6.342439,112.3692,15.122144,15.680653,14.414454,1.4231151,0.022196267,425442662734903680
54431158,5389.673,4.7788773,0.13254096,0.08369044,9.47949,92.02501,14.065051,14.645899,13.322136,2.0391428,0.053267457,425559279687707392
54433236,4729.429,4.5250154,0.11600634,0.12293518,5.407989,94.65944,14.009577,14.600971,13.2814455,3.1124673,0.016374536,425721938689711360
54434057,4661.0938,4.7288423,0.17217933,0.22115298,4.1351295,73.192726,13.850544,14.514053,13.067439,3.8616903,0.014569039,425801584561484160
54434963,5222.3315,4.6108494,0.25774816,0.29705432,6.3485117,79.69622,12.07244,12.5436535,11.4467535,5.158786,0.014212954,425870815131810944
54438751,6343.6616,4.0853715,-0.018265165,-0.18042675,29.997364,208.37976,8.92577,9.164581,8.527005,5.710799,0.014228373,426139443871531264
54439593,5998.0156,4.8985806,0.12732439,0.14983656,7.1025176,114.11792,11.726907,12.107837,11.175043,4.8449802,0.014504109,426206170473581312
54439680,4010.4014,4.7693405,0.10279761,0.13834102,1.4419898,74.96762,13.411312,14.267954,12.426923,7.841858,0.014713256,426213145506859904
54440324,6854.4004,4.822755,0.15071665,-0.035019126,29.997335,119.842636,10.316544,10.484433,9.767831,3.5744107,0.10506359,426259806033572992
54440438,5349.321,4.699623,0.16960841,0.20121427,4.9496365,80.68367,12.531237,13.017494,11.89039,4.439772,0.011226063,426267773188887808
54440561,4642.938,4.8032413,-0.61971056,-0.35945895,6.690021,102.44256,14.378577,15.084673,13.561171,4.0344462,0.017907955,426276504866165632
54440694,5722.3765,4.504016,-0.11081915,-0.12982158,1.5864671,90.03115,11.426738,11.770021,10.916414,4.5365343,0.016462905,426285816355316864
54440753,6254.6763,4.317842,-0.123936854,-0.23812316,8.863995,222.1545,9.44085,9.716788,8.995855,4.897986,0.0118466485,426289866501805952
54441566,5453.584,4.4995675,0.42602867,0.3174932,1.3058585,81.84642,11.529517,11.9378605,10.960928,4.942467,0.014154814,426353333240760960
54441853,5320.8022,4.6136765,-0.4341156,-0.20848635,4.80325,76.99903,12.508884,12.928287,11.922447,4.4782567,0.0111477785,426373605487582592
54442037,6042.2095,4.195979,-0.08041787,-0.10305773,8.735793,198.50024,9.937864,10.2489605,9.456331,4.214856,0.022179931,426385219080546304
54442225,5580.4067,4.760558,-0.1719358,-0.112390175,7.3582664,75.36518,11.4005375,11.785367,10.849388,6.5898757,0.018820757,426396351634066816
54442869,5860.3086,4.3683596,-0.2602897,-0.2010336,4.8034167,183.31194,10.309102,10.621585,9.825962,5.401247,0.012142172,426437411521614464
54442954,6191.135,4.710306,-0.02411344,-0.08767583,2.8565784,149.4283,10.666544,10.97167,10.194466,5.917697,0.013832019,426444008591352448
54443540,4655.4136,4.695072,0.117854446,0.051949225,8.426548,139.40488,13.470227,14.098134,12.714504,4.4172387,0.013141675,426474485680380544
54443778,5612.587,4.8146753,0.06184665,-0.06449448,8.113689,145.53658,10.321398,10.709505,9.767588,10.511943,0.01471559,426486305430154752
54444788,6123.994,4.454584,0.047170043,-0.1109921,8.290209,135.393,10.192525,10.510041,9.704781,4.3477855,0.028387234,426537329642358784
54445584,5591.4897,4.5522532,-0.642827,-0.2046963,1.7520998,109.493675,10.728704,11.068758,10.217474,7.2532616,0.012904524,426585330197564544
54446027,5899.135,4.711096,0.047139827,-0.060287926,6.3905525,123.82273,10.925565,11.254219,10.430407,5.9233356,0.013758129,426606908109580288
