sdss_id,teff,logg,fe_h,mg_h,v_macro,snr
54380899,6916.107748680591,4.469421121252058,0.0535051398365464,-0.1550328031288134,29.99740028380854,263.0
54383089,4682.033273862702,4.74088867009431,0.0592321896101738,0.0701688055938959,2.5307336428695923,460.12
54383257,5010.8211988615785,4.562648152161223,0.2878956147432474,0.2662069378719697,5.282908196300194,170.66
54384337,4321.135802688823,4.664988582654833,-0.0052335556298707,0.0877655212960744,0.10337632149458,153.81
54384917,4886.3783050294205,4.859823880552379,0.0333322501134691,0.0088769844275829,3.3497118390376985,128.51
54385169,4024.3820897917694,4.828633492234084,0.0951017991206904,-0.0059783232662784,3.7813128434689305,147.53
54385706,5430.6285292758885,4.5340724240072525,-0.2551039302366517,-0.5026636105634154,29.997400283813477,253.25
54386478,4480.667183669495,4.909512836858044,-1.3485072126372095,-1.7459104065538174,3.425465740439413,343.32
54386702,4393.02,4.67,-0.125,-0.0831,20.7013,371.22
54387234,5161.112160236794,4.038156568238984,-0.3189322611275764,-0.0879715630691939,6.614152221011905,141.85
54389783,5055.948018013383,4.80998910406983,-1.4446570254540771,-2.130882947285788,6.217556763349951,135.74
54389850,4095.925506484532,4.743318274423566,0.2511624350938142,0.1599752783062241,1.0545220052686444,65.36
54393588,4195.780883329824,4.670897872145795,0.0938022392117512,0.0444157009637755,3.942694824341961,122.27
54393637,6178.636597111171,4.201704056494694,-0.1936625422656288,-0.4461844932062247,29.580854266372715,82.12
54393854,5719.804703533198,4.400392619672884,0.0145554035315423,-0.0652441042850525,6.048906046936006,140.5
54393897,6594.56,4.9704,-0.4288,-0.7254,9.7627,144.86
54398617,5054.632497566221,4.742948807838186,-0.2658220041660961,-0.1044440016459834,7.753573091320878,115.91
54401594,4958.307436947397,4.670110069500887,-0.1097265243140122,-0.0368740118472757,6.378699550480199,113.14
54414941,4121.509339384921,4.945907975662701,-0.0367966622164931,-0.1247633025870238,2.653502653418089,86.65
54416225,5111.397451730204,4.458286219870845,0.2742518802348556,0.3261337733746249,1.592899122406035,81.24
54420143,4133.243424812887,4.791622912826182,-0.2886969551514167,-0.3080352756231568,7.583259800089133,88.87
54420368,5354.317857738589,4.771374876764146,0.0911358047454461,0.0040576219899808,7.065104755197441,208.43
54421843,4621.246262033713,4.755095816343257,-0.2354067793555053,-0.2115892543094691,3.5564737907778583,99.53
54421985,4919.053680734606,4.6174008274911005,-0.0379144321426454,0.047577265927402,5.958298036986874,270.84
54423212,4289.825622345087,4.46610239138646,-0.2506333842256478,-0.1706845290597421,1.2584948191015797,73.68
54423559,4717.919464013247,4.319364451783293,0.0259256348126255,0.0415948349019661,8.751850312564603,71.79
54423703,4538.296548820154,4.639538334253748,-1.302428799971673,-1.6267865787549465,1.754112113461245,212.36
54424195,4852.146785926132,4.896889278531222,0.1774564656361278,0.1112183951704375,5.927572301665666,82.48
54424369,5924.153268042186,4.4377442560578695,-0.2860481287114316,-0.2387675515983536,6.767900116106391,168.13
54429367,4556.722433864346,4.491280424400032,0.0140707853276536,-0.1536428751255883,6.586476594426225,106.55
54429533,4415.041292651111,4.674524944579023,0.0174396042694603,-0.1201522556161733,7.392864261729422,70.58
54429610,5244.288297170875,4.535886064302857,0.2206454552142153,0.4171353740838778,6.338748702263784,132.58
54429755,5164.147009430128,4.661033488575032,-0.093951909985746,-0.0022629649548713,4.337487527903998,83.57
54429788,5299.045891119234,4.501189912755401,0.0587626900571828,0.084200539653302,6.194184754503043,112.37
54433236,4930.120764831207,4.832406490619706,0.1326314894120217,0.0511046784043742,4.656422432511846,94.66
54434057,4704.525330068646,4.645440619457309,0.1271248362392618,0.1225340761473534,5.597722498431921,73.19
54440561,4718.324256351562,4.738625808271533,-0.6224301089141933,-0.2426635696836964,5.542678830530319,102.44
54443540,4635.592064370923,4.54551130870909,0.1000148872466351,0.0319324601514057,10.503299338538174,139.4
54449407,5321.6718887737325,4.394284207734168,-0.8829080271591472,-0.5172166185751491,3.4000163163242463,99.1
54456826,6086.229493232842,4.20576863338341,0.0099277540394893,-0.0597281689733404,10.005465358980585,93.73
54459448,4055.198403930505,4.503636168421661,0.1288265242362607,0.0570183351052816,2.4610827480586077,98.34
54460402,6546.094511354684,4.557252918630496,-1.4461533785813034,-2.1270285315234285,22.91770471706486,214.62
54463873,5460.81625260464,4.146778022750052,-0.5737803793649089,-0.6131328749632721,6.468774482472717,68.0
54463883,6306.250962296609,4.074851657470661,-0.6129306371877757,-0.6212856871531626,10.951839377289549,78.0
54464028,3963.0100097656255,4.7674686910146,-0.0064950927032225,-0.1061721830644617,3.715684728735096,83.99
54464925,5336.237204671022,4.102047714751929,0.1009123980094561,0.0913249163399098,6.925423328043583,76.29
54465279,4360.951659833564,4.74926818713221,-0.0524154375269594,-0.0388759889842761,2.265325088836863,82.37
54465345,4817.63,4.6222,-0.103,-0.0288,19.9112,62.41
54465824,3963.0100097656255,4.627782527987787,0.0626158756635867,0.0167427168726139,0.1033763620408256,65.18
54466526,5834.754104542614,4.1816169272953525,-0.1388450908144241,-0.2315892911576271,6.738351001878016,77.29
54466808,4736.790296035439,4.65938611079634,-0.1502607521522385,-0.0696193181340568,10.90050139861341,126.96
54467341,4988.080896221118,4.45622132400184,-0.2401569566110675,0.0836093158128993,9.163802930258544,61.89
54467620,4112.930627597791,4.5518349201061,0.2531335957064912,0.1417992616828714,8.719762227144022,102.81
54467917,5195.526898119922,4.604479205331522,-0.1971532578401864,-0.155923327047422,5.939915553640876,96.19
54468012,4465.643064443425,4.729764592189636,0.2377009510637768,0.2923962790377468,3.4596274571907437,102.8
54468817,4584.899731871398,4.726839190642096,-0.0493114281572369,-0.0948139865436861,7.928408879920827,147.12
54468857,6020.223379713906,4.151365988649041,-0.3935024118768594,-0.4237977280693435,10.458299817101706,80.47
54469227,4522.501947797859,4.48067582192765,0.0727669472392924,-0.1307769851698078,15.939918212475687,99.76
54469610,5705.70867945816,4.46396430995288,0.3927818626581408,0.3110859219829065,5.6477579957968285,127.0
54469672,3963.0100097656255,4.521861657182702,-0.2154236757570466,-0.0858096084890992,2.577931438948161,70.41
54470369,4967.334304233661,4.7490267137988615,-0.0124963624291712,-0.0783936862807637,7.891065462060024,84.42
54470384,5604.645623276789,4.372631939514872,0.3162181773911711,0.2418034498691894,6.758999348619142,77.78
54470746,4213.906335245304,4.622522368991229,0.0755045092406195,0.0332356856911788,2.2583462877399096,78.88
54471436,4511.01,4.5801,-0.096,-0.0836,10.742,119.6
54471795,6635.713762055384,4.343389221266813,-0.0909199563684365,-0.4270004873238761,28.75175191271886,93.69
54471885,6244.0,4.0259,0.0274,-0.1398,29.9969,341.87
54471900,4900.032252558368,4.499915819809297,-0.2189785751118246,0.1047369969453544,6.271200928927933,277.33
54472241,4948.5754531849,4.869053085704781,-1.4590977325065486,-2.2836134441476643,6.963398832100952,491.25
54474739,4334.394892704429,4.6067277685378585,-0.0494450333515983,0.0917953367319576,3.493238949955013,223.07
54478106,4920.831794795721,4.53148342271567,0.3213339400302613,0.3350888876417396,7.160722293304737,77.0
54494122,5131.55408763504,4.5540634818435874,-0.0872675430860371,-0.1680331401488779,11.352401603111833,87.75
54498655,4937.542474125179,4.499520351222388,-0.0003238404156181,-0.1517793724754338,11.169622440268,76.01
54499925,5735.926588465602,4.472327770938097,0.3683499904464154,0.3084575964872783,2.143741214518981,87.59
54500225,5484.201889343535,4.092237023267719,-1.404587153749553,-2.44849130809151,15.429484903559104,99.36
54500291,4830.177989668568,4.482255924730319,-0.1846005261545524,-0.2040536815056831,3.084343592378571,102.67
54500396,5692.111707470377,4.478383006351032,0.0496061467223632,-0.0536183976538811,5.932670739896219,105.95
54501088,4857.156080607669,4.84534292588919,-0.0855586322088764,-0.0833655573189206,0.656585967573728,73.37
54501952,5786.412554557107,4.360101497978286,0.2269876328342997,0.147394912147508,2.694054760416737,75.7
54501955,5693.878381304133,4.319734435273403,0.1354836098860741,0.123885334016596,2.2388635600234856,138.63
54501991,5020.656317992585,4.3785517358580455,-0.0361645149858705,-0.0291993975086197,2.009899594071845,109.76
54502028,4507.961631098644,4.60839811781152,-0.0139391343950238,-0.0835434982974219,6.433056446363647,108.88
54502510,5506.45879179593,4.070822625364969,-0.104729858711988,0.0027094484387664,4.936821480751085,85.71
54502763,4723.052583957499,4.584639753314531,-0.3195173900946933,-0.0583237361797751,4.705607253687626,77.69
