sdss_id,teff_seed,logg_seed,feh_seed,verdict,prefers_binary,delta_chi2,f_imp,min_fimp_required,best_q,best_rv1,best_rv2,teff_single,logg_single,feh_single,vmacro_single,vmacro_1,vmacro_2,labels_single,labels_binary,error
54390292,5499.9165,4.6190424,0.14956525,BINARY,True,8302.206712590701,0.3427289727180879,0.14,0.7195377273783085,-2.7761380459012703,19.13126055224457,5606.180833667701,4.710409720200981,0.28013647993034346,26.421943296682237,2.9439081655319246,0.5260515396090348,5606.18;4.71041;0.280136;0.0229935;26.4219;2.8136,5935.21;4.66021;0.247778;0.0979999;0.719538;2.94391;0.526052;-2.77614;19.1313,
54399573,5677.9756,4.095477,-0.015261701,BINARY,True,780.3722882491566,0.15526632165925797,0.15,0.7963919719579395,0.8898326234293585,-2.0424286870856587,5984.426633773517,4.277960402133334,0.13781332271133268,4.299891288741405,3.4553637700269246,0.1377161814122435,5984.43;4.27796;0.137813;0.05719;4.29989;0.112,6083.7;4.14354;0.11863;0.0443761;0.796392;3.45536;0.137716;0.889833;-2.04243,
54465345,4817.63,4.6222167,-0.1029846,BINARY,True,1586.995286159552,0.2501786756600199,0.14,0.9669590665117012,6.551601056199215,-6.807258837437113,5020.523014571001,4.686147242607732,-0.02095451135704667,19.655475244938103,6.217209012838775,0.6854617295334433,5020.52;4.68615;-0.0209545;-0.0574818;19.6555;0.380144,4964.95;4.60746;-0.0632552;-0.0899878;0.966959;6.21721;0.685462;6.5516;-6.80726,
54482583,5964.2114,4.565485,0.05035885,BINARY,True,1441.5781187860412,0.1876998597535998,0.14,0.67377380951876,0.23695254218388806,-1.9677064172832737,5613.110836535207,4.317963495291721,-0.07955586991004442,8.840371595084747,5.931010012089355,21.730781768322974,5613.11;4.31796;-0.0795559;-0.131215;8.84037;0.0728583,5669.17;4.15205;-0.0793472;-0.0794163;0.673774;5.93101;21.7308;0.236953;-1.96771,
54511390,4148.149,4.9055367,-0.016160088,BINARY,True,2061.1957745335385,0.2455359314839328,0.14,0.9903119538587343,-0.1588371264188888,0.07125257245777394,4200.702307889381,4.868263025345613,-0.06463293731183842,10.89510707017608,0.2950548605972583,7.385548778478043,4200.7;4.86826;-0.0646329;-0.0437975;10.8951;0.144229,4225.73;4.99099;0.104381;-0.0535379;0.990312;0.295055;7.38555;-0.158837;0.0712526,
54526170,4875.7183,4.007724,0.3255406,BINARY,True,5344.15056048573,0.1532006442611024,0.14,0.7656433732508343,-0.29141364830216687,23.341827854216753,5021.438791268495,4.021395468967198,0.230936353336826,7.484186531918951,4.79097000635558,0.8513489672508603,5021.44;4.0214;0.230936;0.498288;7.48419;-0.0950854,5014.18;4.00086;0.309698;0.494928;0.765643;4.79097;0.851349;-0.291414;23.3418,
54549174,4732.133,4.6850057,0.19663835,SINGLE,False,166.32909227568052,0.07274720421495134,,0.9509990734069823,0.32364092490727786,-0.3948530476414061,4622.898644969081,4.530698172831913,0.20887685606846282,8.102796483725797,9.555089974779511,3.9675102618693368,4622.9;4.5307;0.208877;0.192785;8.1028;0.0179876,4695.88;4.5138;0.231188;0.207312;0.950999;9.55509;3.96751;0.323641;-0.394853,
54562987,4957.7656,4.7776914,0.024708446,BINARY,True,1471.7687855395743,0.18608813544225447,0.14,0.8014268851681868,1.0862315354302046,-1.6769275640173074,4805.024331971187,4.701442053671024,0.011944848948693649,12.705536235436123,13.440538537763311,8.465539960819632,4805.02;4.70144;0.0119448;-0.0896863;12.7055;0.112566,5132.78;4.75056;0.0981009;-0.0602783;0.801427;13.4405;8.46554;1.08623;-1.67693,
54587434,4891.7144,4.5859866,0.08514374,BINARY,True,1810.6434250452676,0.25608116906058837,0.14,0.8365964709197082,-1.5354627616165417,3.0251382997963936,4766.370937017982,4.591861063947142,0.03270011990473353,8.501740004088271,5.7361565845448235,2.210887271869387,4766.37;4.59186;0.0327001;0.114094;8.50174;-0.0565049,4990.16;4.56203;0.11388;0.167748;0.836596;5.73616;2.21089;-1.53546;3.02514,
54611671,5387.527,4.6382303,-0.00525746,SINGLE,False,925.2131580466939,0.1393906214218775,0.15,0.8105313538587454,1.2060368008926123,-1.8383413832371913,5293.333259943678,4.600912522183053,-0.004578137958778582,12.524532004163152,10.41140100482313,9.040199016594926,5293.33;4.60091;-0.00457814;-0.102966;12.5245;0.00608499,5601.18;4.57035;0.0178901;-0.125352;0.810531;10.4114;9.0402;1.20604;-1.83834,
54615111,5787.532,4.7843075,0.022530671,BINARY,True,2973.076702490165,0.2527575170149935,0.14,0.7069178635229278,0.020897345050399023,-0.0808807559571874,5405.90699853882,4.50481748479835,-0.05390152981332146,8.34493756072742,2.7218792296488856,11.604165040436422,5405.91;4.50482;-0.0539015;0.0457467;8.34494;0.0251172,5805.85;4.49554;0.00986297;0.054403;0.706918;2.72188;11.6042;0.0208973;-0.0808808,
54635333,6545.8833,4.6785607,-0.017147673,BINARY,True,10985.957276056168,0.29229011597954857,0.14,0.9748677587903122,-16.17351396401971,2.1976826669491416,6394.209542547996,4.521533805806163,-0.07407631342422888,17.039598273442813,32.37527539107853,1.9052939452867432,6394.21;4.52153;-0.0740763;-0.299966;17.0396;-0.741087,6271.14;4.46739;-0.0500682;-0.218902;0.974868;32.3753;1.90529;-16.1735;2.19768,
54648261,6163.9263,4.3210087,-0.20593843,BINARY,True,3750.7309331866127,0.22357254561695614,0.14,0.5975366087380707,0.36691330568698044,-31.23299204505302,6322.6501515922255,4.401959847844139,-0.1401903876639735,9.308345219530505,6.481692635377341,21.248319643246276,6322.65;4.40196;-0.14019;-0.275538;9.30835;0.0127519,6213.62;4.15559;-0.15959;-0.194919;0.597537;6.48169;21.2483;0.366913;-31.233,
