sdss_id,n_visits_rv,dv_rad_max,v_rad_std,v_rad_median,mjd_span
75085238,3,66.483,29.068,-75.580,91.00
75086566,1,,,-34.381,
75086616,2,0.224,0.112,-3.669,31.00
75086655,1,,,-11.614,
75087672,8,40.578,11.933,26.725,1943.00
75088073,1,,,21.867,
75089646,1,,,50.307,
75089708,3,21.074,9.262,36.258,33.00
75091633,1,,,60.711,
75091962,1,,,28.593,
75093838,1,,,49.438,
75094247,1,,,14.384,
75094895,1,,,10.730,
75099383,2,13.783,6.892,35.960,14.00
75099890,2,0.045,0.022,17.840,14.00
75101958,2,0.018,0.009,5.664,14.00
75102385,2,0.001,0.001,-14.546,14.00
75102399,2,1.187,0.593,63.307,14.00
75102596,2,0.038,0.019,19.420,14.00
75102654,2,9.782,4.891,-10.339,14.00
75103930,2,1.307,0.654,108.425,1.00
75106290,3,0.214,0.091,50.090,27.00
75106938,3,0.187,0.084,89.458,29.00
75107719,1,,,65.227,
75112181,2,0.135,0.068,65.517,14.00
75113060,2,0.039,0.019,48.592,14.00
75113115,4,4.805,2.054,14.797,2299.00
75113339,2,0.067,0.034,-9.064,14.00
75113629,2,0.124,0.062,4.587,14.00
75114343,3,0.060,0.025,22.482,29.00
75114819,1,,,23.484,
75118797,2,0.057,0.029,-35.138,14.00
75121368,2,17.901,8.950,47.983,14.00
75121452,1,,,30.838,
75122222,2,3.482,1.741,-13.586,14.00
75124034,2,0.142,0.071,38.589,14.00
75133732,3,0.047,0.020,-11.520,48.00
75134140,2,0.389,0.194,-0.403,14.00
75135802,4,81.339,34.604,84.077,31.00
75136037,3,0.145,0.059,37.605,48.00
75136757,3,25.471,10.413,-4.666,48.00
75136892,2,0.051,0.026,50.223,14.00
75137614,3,0.882,0.361,-23.818,48.00
75138443,2,21.100,10.550,77.910,14.00
75143762,4,0.444,0.159,-2.081,31.00
75144557,1,,,33.659,
75148805,4,0.191,0.086,25.428,2267.00
75149154,1,,,16.301,
75149377,1,,,46.081,
75150443,1,,,-15.918,
75151813,1,,,7.749,
75151935,1,,,15.980,
75153760,1,,,-19.308,
75154045,1,,,40.260,
75157634,1,,,17.715,
75161615,1,,,-24.568,
75161717,1,,,-1.360,
75163453,2,25.617,12.808,128.080,1.00
75164279,15,8.590,3.131,76.152,4102.00
75164389,15,0.573,0.168,62.098,385.00
75165692,1,,,28.827,
75168119,3,0.145,0.061,31.895,385.00
75168121,9,14.213,4.184,84.243,143.00
75170813,7,4.162,1.510,-1.280,63.00
75173901,3,1.123,0.461,38.111,87.00
75174122,7,0.601,0.195,42.584,63.00
75174501,9,2.980,1.060,9.066,143.00
75176802,7,22.630,9.007,-6.781,63.00
75211844,1,,,16.223,
75212069,6,2.406,1.042,19.329,334.00
75214637,2,21.490,10.745,46.396,1.00
75214652,1,,,7.447,
75214714,6,0.651,0.196,33.819,334.00
75215960,3,9.595,4.451,-32.844,29.00
75216672,3,5.774,2.480,9.675,29.00
75217022,3,0.202,0.082,69.562,31.00
75217441,6,3.370,1.302,22.987,334.00
75217644,1,,,50.038,
75217916,3,0.778,0.331,34.059,31.00
75218135,1,,,43.313,
75218524,1,,,3.180,
75218554,1,,,114.623,
75218967,3,0.179,0.075,-15.165,31.00
75220851,2,0.106,0.053,57.280,1.00
75220931,1,,,-2.263,
75221901,6,3.039,1.012,21.652,334.00
75222034,6,10.181,4.274,31.054,2.00
75222093,3,0.050,0.021,16.480,31.00
75222181,5,0.226,0.083,36.152,1517.00
75230276,3,0.233,0.101,45.557,31.00
75231422,3,3.685,1.616,-19.936,31.00
75231559,1,,,35.176,
75232086,1,,,-13.088,
75235611,1,,,-48.532,
75235905,1,,,-13.975,
75236469,1,,,-7.984,
75239795,3,0.062,0.027,36.296,31.00
75244777,1,,,40.081,
75245020,2,0.377,0.189,17.058,0.00
75245416,1,,,24.319,
75246115,2,25.282,12.641,46.048,0.00
75252170,1,,,13.716,
75252402,2,0.021,0.010,-19.860,0.00
75256178,1,,,35.280,
75256373,1,,,2.819,
75263512,1,,,34.810,
75266314,1,,,-2.163,
75266496,3,78.840,36.780,61.149,77.00
75266543,1,,,18.132,
75267586,3,19.379,8.786,-34.938,77.00
75268261,3,21.067,9.759,33.807,77.00
75269141,1,,,46.745,
75269607,3,0.118,0.051,35.252,77.00
75270501,3,0.364,0.153,66.272,77.00
75270854,3,0.220,0.093,8.848,77.00
75273045,3,0.082,0.037,63.347,77.00
75273331,3,0.433,0.187,3.001,77.00
75277120,3,0.280,0.120,-9.947,77.00
75277277,3,0.731,0.304,21.475,77.00
75280792,1,,,-6.058,
75281183,1,,,31.281,
75281547,1,,,3.051,
75282639,1,,,27.463,
75283162,3,2.628,1.143,-6.413,77.00
75283794,3,0.248,0.102,42.360,77.00
75287076,1,,,41.736,
75296625,1,,,32.424,
75296678,1,,,49.621,
75306664,1,,,43.075,
75307975,1,,,-11.775,
75308381,1,,,-38.990,
75310613,3,0.258,0.121,-8.916,470.00
75311486,3,0.790,0.358,22.853,470.00
75320448,7,0.345,0.115,9.769,63.00
75322697,6,0.199,0.069,71.865,385.00
75323187,6,2.937,1.271,40.587,385.00
75324034,15,39.172,10.955,18.218,385.00
75325665,16,91.937,22.675,85.478,385.00
75328181,3,0.137,0.060,38.753,87.00
75331880,1,,,-7.588,
75385571,3,26.721,12.414,67.188,327.00
75385602,3,0.078,0.033,-64.803,327.00
75386122,1,,,10.478,
75387569,3,0.134,0.055,19.360,32.00
75390887,1,,,40.322,
75401898,2,41.410,20.705,-65.273,26.00
75402164,3,0.191,0.078,-9.019,32.00
75403114,1,,,13.804,
75404283,1,,,8.776,
75404941,1,,,39.350,
75405186,3,1.027,0.457,25.527,58.00
75408395,1,,,22.189,
75412074,1,,,32.834,
75412287,1,,,-28.522,
75415519,1,,,20.313,
75415559,1,,,40.942,
75490174,3,25.153,11.481,-2.279,470.00
75504609,14,0.725,0.268,28.177,35.00
75504978,0,,,,
75505185,7,37.352,13.392,10.231,2626.00
75505325,14,1.989,0.462,46.688,35.00
75505335,6,24.395,9.295,-25.104,87.00
75505844,14,941.646,241.651,33.798,35.00
75506039,0,,,,
75507054,14,0.647,0.172,-7.206,35.00
75511240,3,0.290,0.122,0.887,48.00
75516890,3,2.737,1.178,26.198,48.00
75520650,3,25.949,12.171,-0.682,48.00
75525335,3,0.812,0.347,104.766,48.00
75526896,3,0.225,0.093,122.950,48.00
75536667,15,0.541,0.141,-44.145,116.00
75536804,6,73.631,27.612,0.040,87.00
75536888,15,0.381,0.111,101.697,116.00
75537071,14,0.504,0.137,26.294,35.00
75537169,14,0.774,0.220,4.298,35.00
75537974,18,6.580,1.373,8.569,2626.00
75538502,6,0.471,0.155,18.174,87.00
75539360,7,25.323,8.028,44.432,2626.00
75539434,6,51.631,20.116,47.656,2626.00
75540069,21,834.767,213.014,95.060,2626.00
75540314,0,,,,
75540599,6,1.722,0.533,-5.371,87.00
75540631,14,30.454,9.455,9.341,35.00
75540868,0,,,,
75541245,7,0.416,0.151,-26.062,2626.00
75541488,0,,,,
75541546,7,1.512,0.494,61.514,2626.00
75542151,0,,,,
75542220,5,0.182,0.068,64.384,83.00
75542499,15,0.470,0.110,21.597,116.00
75590679,1,,,8.452,
75592518,2,0.132,0.066,115.311,0.00
75592592,1,,,-8.803,
75592806,1,,,12.867,
75597619,1,,,-2.423,
75599322,2,1.141,0.571,7.820,0.00
75599912,2,0.070,0.035,31.175,0.00
75624979,1,,,2.473,
75626443,1,,,50.418,
75626557,1,,,15.617,
75627103,1,,,-32.772,
75629556,1,,,17.262,
75635049,1,,,16.741,
75636658,1,,,15.243,
75648346,1,,,40.349,
75648925,2,0.012,0.006,36.844,0.00
75686964,4,23.098,9.070,45.601,251.00
75687080,4,6.854,2.860,61.023,251.00
75687160,4,13.845,6.159,-43.216,251.00
75687215,4,8.843,3.525,13.345,251.00
75687276,4,10.365,4.272,24.034,251.00
75687303,4,0.503,0.200,27.782,251.00
75687323,4,11.057,4.640,2.221,251.00
75687966,4,0.693,0.286,22.705,251.00
75691057,4,5.380,2.199,37.909,251.00
75691063,4,38.471,15.050,-6.536,251.00
75691130,4,2.502,1.076,-6.510,251.00
75691476,4,38.926,14.142,125.989,251.00
75691619,4,14.229,5.237,-17.451,251.00
75691631,4,2.006,0.832,-3.310,251.00
75691696,4,0.709,0.273,-5.401,251.00
75691962,4,0.139,0.052,12.777,251.00
75691963,4,0.306,0.116,34.072,251.00
75692244,4,0.730,0.271,106.226,251.00
75692441,4,0.129,0.059,48.093,251.00
75692746,4,2.467,1.034,91.304,251.00
75692788,4,0.324,0.118,34.167,251.00
75692882,4,12.168,5.007,69.969,251.00
75693245,4,1.295,0.503,49.260,251.00
75693422,4,1.310,0.541,39.513,251.00
75702825,7,0.205,0.077,39.123,244.00
75705005,7,0.413,0.151,10.048,244.00
75706260,7,0.138,0.049,30.578,244.00
75706262,7,0.239,0.073,3.796,244.00
75706894,7,1.172,0.380,17.885,244.00
75707716,7,0.316,0.115,15.888,244.00
75707859,7,2.465,1.052,-13.073,244.00
75707920,7,0.217,0.073,24.427,244.00
75708058,6,0.305,0.116,44.518,239.00
75708189,5,0.124,0.048,-51.559,4.00
75708221,7,0.391,0.128,-1.000,244.00
75708263,7,32.654,12.898,-26.297,244.00
75708267,7,0.273,0.079,35.300,244.00
75708499,7,0.380,0.112,46.984,244.00
75708616,7,1.058,0.401,68.779,244.00
75708821,7,0.589,0.186,0.482,244.00
75708994,7,0.489,0.194,25.131,244.00
75709049,7,24.099,8.713,1.578,244.00
75709086,7,1.781,0.613,2.424,244.00
75709237,7,12.392,5.529,40.016,244.00
75709490,7,7.807,3.440,40.312,244.00
75709575,7,0.094,0.037,23.463,244.00
75709602,7,0.385,0.119,165.975,244.00
75747804,7,1.720,0.696,14.991,244.00
75748230,7,0.151,0.047,56.199,244.00
75748266,7,0.693,0.273,49.442,244.00
75748326,7,43.614,14.772,-30.396,244.00
75749564,7,0.115,0.035,41.387,244.00
75749726,7,24.521,7.965,-24.539,244.00
75749873,7,3.270,1.229,-6.436,244.00
75750217,7,18.947,6.192,-14.240,244.00
75752931,1,,,17.521,
75753200,1,,,54.974,
75753625,1,,,76.208,
75753925,1,,,-21.277,
75753946,1,,,11.467,
75762633,4,0.336,0.123,18.905,7.00
75763054,4,0.254,0.104,43.448,7.00
75765242,1,,,14.637,
75766456,1,,,21.432,
75768682,1,,,39.852,
75768792,4,5.728,2.069,-18.826,7.00
75769254,6,0.171,0.052,87.749,4.00
75770095,4,1.779,0.712,30.692,7.00
75771541,3,0.892,0.365,2.060,3.00
75771988,3,1.029,0.444,16.360,3.00
75772004,3,0.692,0.288,23.479,3.00
75772064,3,14.785,6.049,23.701,3.00
75772741,3,0.896,0.382,-25.414,3.00
75773158,3,1.266,0.517,15.465,3.00
75773356,3,0.114,0.054,23.596,3.00
75773414,3,0.299,0.124,58.268,3.00
75773509,3,0.197,0.083,12.614,3.00
75773640,3,0.209,0.088,13.593,3.00
75773725,3,33.270,13.592,16.558,3.00
75773993,3,3.455,1.420,40.093,3.00
75774325,3,5.688,2.525,17.969,3.00
75774808,3,18.597,8.150,55.012,3.00
75774933,3,0.492,0.204,33.312,3.00
75775008,3,0.896,0.366,26.180,2.00
75775055,3,2.132,0.995,0.452,2.00
75775532,3,0.273,0.121,16.206,2.00
75776267,3,0.183,0.082,63.137,3.00
75776439,3,0.742,0.306,18.442,3.00
75776793,3,111.413,52.242,98.367,3.00
75777029,3,1.293,0.589,26.311,3.00
75777191,3,0.238,0.099,26.955,3.00
75778092,1,,,54.492,
75778987,3,0.907,0.378,18.970,3.00
75779170,3,0.487,0.201,58.974,3.00
75780809,1,,,29.330,
75781480,3,1.105,0.461,14.833,3.00
75782111,3,0.678,0.284,15.797,3.00
75782437,3,0.230,0.097,9.324,3.00
75782579,2,95.751,47.875,46.697,3.00
75782630,1,,,18.439,
75782856,6,33.354,11.725,-10.216,61.00
75782952,8,4.631,1.656,-14.332,733.00
75783081,6,116.754,40.795,46.751,61.00
75783095,7,1.616,0.597,19.316,735.00
75783399,5,0.372,0.154,24.483,729.00
75783416,1,,,19.253,
75783472,6,0.382,0.118,19.503,5.00
75783643,3,0.527,0.225,19.661,4.00
75783766,2,0.093,0.047,19.372,1.00
75783817,4,0.438,0.167,20.090,730.00
75783942,3,1.351,0.633,17.254,57.00
75784083,4,4.238,1.532,22.713,730.00
75784264,5,1.016,0.355,22.483,729.00
75784271,5,0.553,0.190,3.442,729.00
75784586,3,0.291,0.119,22.649,2.00
75784865,3,1.774,0.724,25.973,2.00
75784940,3,0.938,0.385,38.895,2.00
75785369,3,64.813,28.532,33.806,2.00
75785916,3,0.572,0.234,24.147,2.00
75785994,1,,,-20.413,
75786012,3,4.855,2.043,22.889,2.00
75786082,3,101.164,46.539,41.762,2.00
75786123,3,1.265,0.537,22.116,2.00
75786156,3,0.631,0.282,25.357,2.00
75786907,6,2.239,0.685,24.121,6.00
75787122,3,0.184,0.082,-24.507,3.00
75787892,3,0.159,0.065,24.561,3.00
75787910,3,0.124,0.052,7.169,3.00
75788018,3,0.173,0.072,-0.393,3.00
75788303,3,0.238,0.112,18.205,3.00
75788442,1,,,28.626,
75788522,10,27.428,8.814,1.126,328.00
75788597,19,3.430,1.077,24.584,2198.00
75788611,5,0.372,0.140,24.359,30.00
75788612,21,0.758,0.166,25.153,2150.00
75788622,1,,,24.406,
75788623,3,1.991,0.897,31.224,17.00
75788630,1,,,2.414,
75788636,3,0.897,0.371,26.844,44.00
75788639,2,0.492,0.246,21.936,65.00
75788640,6,0.978,0.371,20.070,27.00
75788645,3,1.092,0.469,30.677,28.00
75788657,7,2.489,0.766,25.941,1786.00
75788658,6,0.959,0.321,22.291,29.00
75788661,1,,,18.963,
75788669,5,11.146,4.137,28.041,41.00
75788680,3,4.014,1.709,25.753,60.00
75788703,4,2.266,0.896,31.012,1.00
75788770,1,,,27.065,
75788781,1,,,28.696,
75788854,5,1.804,0.681,27.465,50.00
75789014,5,1.423,0.554,30.086,50.00
75789041,2,5.645,2.822,27.421,1.00
75789233,4,0.763,0.298,24.058,1.00
75789236,1,,,27.404,
75789244,1,,,19.220,
75789271,5,4.763,1.883,25.604,10.00
75789272,5,19.914,7.126,30.967,50.00
75789290,5,0.468,0.187,30.970,30.00
75789297,2,7.301,3.650,30.584,1.00
75789303,2,32.697,16.348,24.763,20.00
75789305,3,3.347,1.547,22.866,65.00
75789309,1,,,20.554,
75789314,5,73.756,31.686,43.150,29.00
75789315,1,,,34.444,
75789316,4,2.850,1.146,28.669,1.00
75789317,5,1.055,0.418,26.411,37.00
75789321,1,,,30.081,
75789322,7,1.653,0.563,28.979,1835.00
75789324,7,0.984,0.319,28.231,1834.00
75789339,1,,,28.511,
75789340,2,36.743,18.371,-21.355,1.00
75789341,21,3.505,0.690,29.683,2191.00
75789348,6,1.109,0.403,25.726,64.00
75789351,2,81.352,40.676,14.060,64.00
75789365,1,,,28.165,
75789378,3,0.226,0.097,29.304,64.00
75789379,3,0.191,0.084,28.974,15.00
75789385,19,4.989,1.226,29.384,2199.00
75789396,4,0.647,0.255,27.318,7.00
75789398,4,0.614,0.220,31.082,24.00
75789407,4,0.462,0.167,25.501,1.00
75789412,1,,,31.102,
75789415,1,,,29.177,
75789417,1,,,33.260,
75789427,5,1.334,0.425,27.628,42.00
75789436,1,,,28.962,
75789441,1,,,27.706,
75789464,1,,,29.857,
75789469,6,5.836,2.321,29.250,1771.00
75789489,1,,,25.032,
75789491,1,,,26.963,
75789493,1,,,43.853,
75789515,2,0.127,0.063,31.744,1.00
75789528,1,,,28.133,
75789541,4,1.157,0.435,31.903,1.00
75789545,2,0.855,0.427,24.716,38.00
75789566,1,,,20.906,
75789596,4,0.852,0.317,29.257,1.00
75789627,4,1.887,0.679,32.197,7.00
75789631,20,1.883,0.418,29.033,2150.00
75789639,1,,,27.817,
75789648,1,,,30.736,
75789654,4,0.113,0.041,30.190,1.00
75789665,1,,,29.808,
75789667,1,,,25.890,
75789673,19,1.444,0.351,31.416,2135.00
75789686,1,,,30.270,
75789692,20,3.106,0.816,31.994,2150.00
75789712,1,,,52.803,
75789718,19,5.717,1.837,33.046,2134.00
75789748,4,1.166,0.474,27.857,1.00
75789773,1,,,12.599,
75789795,1,,,23.714,
75789805,7,7.043,2.070,23.741,1786.00
75789838,7,0.546,0.202,29.970,1786.00
75789868,6,0.654,0.254,31.615,1815.00
75789870,19,1.279,0.300,30.856,2134.00
75789875,1,,,22.411,
75789879,2,0.145,0.073,31.186,1.00
75789889,4,0.508,0.191,30.186,1.00
75789893,4,20.148,8.272,63.186,7.00
75789894,1,,,28.450,
75789910,18,50.744,13.427,34.850,2134.00
75789912,4,0.442,0.161,29.475,1.00
75789921,23,1.699,0.437,30.816,2199.00
75789940,1,,,24.359,
75789950,1,,,29.521,
75789966,1,,,30.115,
75789969,1,,,39.207,
75789970,1,,,31.020,
75789999,1,,,31.330,
75790000,1,,,22.718,
75790002,6,7.695,2.403,31.992,1771.00
75790003,1,,,-1.180,
75790008,1,,,38.645,
75790012,7,6.217,2.389,37.567,1435.00
75790013,1,,,43.214,
75790017,15,2.332,0.604,31.358,2108.00
75790052,1,,,32.012,
75790058,6,7.333,2.630,32.237,1835.00
75790071,5,4.736,1.531,31.761,1815.00
75790073,1,,,30.567,
75790135,17,1.003,0.289,31.148,414.00
75790140,1,,,32.630,
75790207,1,,,52.511,
75790221,1,,,30.721,
75790223,2,1.567,0.784,25.744,45.00
75790233,1,,,29.234,
75790236,4,3.879,1.430,33.309,1.00
75790240,6,9.291,3.554,33.960,1813.00
75790243,1,,,23.942,
75790247,1,,,25.385,
75790253,1,,,28.000,
75790266,6,1.719,0.553,31.602,1771.00
75790274,13,1.315,0.344,28.727,2134.00
75790277,2,20.212,10.106,28.599,44.00
75790293,1,,,45.329,
75790416,4,0.533,0.216,30.314,7.00
75790420,1,,,22.969,
75790482,4,1.210,0.444,32.204,7.00
75790544,6,47.169,17.414,33.388,1775.00
75790588,1,,,23.053,
75790618,1,,,29.313,
75790625,1,,,25.987,
75790670,1,,,28.762,
75790707,1,,,27.511,
75790728,1,,,25.838,
75790738,1,,,29.810,
75791736,5,17.185,6.123,15.499,50.00
75791845,5,33.143,12.229,29.401,326.00
75792313,3,67.931,27.780,-10.298,29.00
75792603,3,0.437,0.204,55.046,3.00
75792699,3,1.312,0.616,25.937,3.00
75792834,3,2.824,1.217,19.903,3.00
75792922,3,0.533,0.231,15.508,3.00
75793107,3,0.188,0.086,19.043,3.00
75793414,3,0.252,0.103,39.406,3.00
75793546,3,0.977,0.432,24.079,3.00
75793694,3,0.542,0.239,19.389,3.00
75793857,3,0.237,0.098,23.802,3.00
75794074,3,1.296,0.559,19.464,57.00
75794150,3,0.065,0.029,-26.598,3.00
75794450,2,0.039,0.020,25.903,3.00
75794521,3,1.223,0.542,20.090,3.00
75794712,3,0.125,0.055,22.424,3.00
75794738,3,0.120,0.051,27.106,3.00
75794766,3,43.750,18.378,2.369,3.00
75795507,3,2.573,1.085,24.483,3.00
75795905,3,1.557,0.704,23.691,3.00
75796157,3,0.182,0.075,21.121,29.00
75796717,4,105.149,38.741,27.289,794.00
75796967,3,1.176,0.501,24.722,3.00
75797073,6,1.211,0.413,24.446,29.00
75797198,3,2.967,1.241,24.429,29.00
75797203,2,0.466,0.233,55.558,794.00
75797207,6,1.057,0.355,20.917,29.00
75797656,4,17.588,7.479,27.640,794.00
75797692,1,,,23.892,
75797861,4,151.995,62.554,58.873,794.00
75798001,3,3.425,1.398,21.553,29.00
75798159,1,,,60.548,
75798168,4,5.530,2.184,28.894,794.00
75798194,3,0.365,0.166,-3.926,29.00
75798260,1,,,58.504,
75798437,1,,,5.307,
75798522,1,,,5.307,
75798523,4,8.441,3.446,19.362,794.00
75798587,1,,,-35.735,
75798623,5,3.593,1.339,18.265,2273.00
75798830,2,0.023,0.012,13.523,0.00
75799675,1,,,41.552,
75799848,1,,,16.023,
75801277,1,,,35.410,
75801818,1,,,49.526,
75803017,1,,,1.876,
75803305,8,13.440,3.492,25.744,731.00
75803397,4,1.769,0.657,18.968,730.00
75803504,5,0.266,0.112,34.923,729.00
75803551,2,1.480,0.740,39.035,3.00
75803778,3,26.511,10.828,19.043,57.00
75803832,3,0.316,0.137,17.472,57.00
75804121,3,32.012,14.632,41.642,5.00
75804309,1,,,51.223,
75805465,3,0.355,0.164,61.797,57.00
75805698,5,0.329,0.129,21.434,729.00
75805956,5,0.413,0.147,21.352,729.00
75806193,2,0.116,0.058,19.195,1.00
75806266,5,36.236,14.642,-23.656,729.00
75806355,2,6.481,3.241,9.288,646.00
75806827,1,,,11.125,
75806886,1,,,22.425,
75807717,1,,,19.413,
75807813,1,,,8.180,
75808336,1,,,-29.160,
75808389,2,0.122,0.061,14.604,0.00
75808971,1,,,32.759,
75813374,1,,,21.118,
75813608,2,7.224,3.612,41.218,1.00
75814797,1,,,-10.755,
75815043,2,0.225,0.113,27.302,1.00
75815659,4,0.303,0.111,20.329,7.00
75815929,4,0.768,0.353,1.137,2.00
75816663,1,,,96.165,
75817038,3,8.085,3.715,25.566,57.00
75817734,3,10.546,4.329,-10.060,3.00
75817759,1,,,-24.201,
75817927,1,,,20.560,
75818699,3,1.196,0.488,17.594,57.00
75819215,1,,,20.410,
75820591,3,24.309,11.251,77.046,676.00
75820658,3,0.056,0.024,-21.847,676.00
75820782,1,,,50.166,
75820860,3,0.305,0.132,20.959,676.00
75821012,1,,,21.787,
75821029,3,12.867,5.787,66.836,676.00
75821360,3,2.301,1.005,19.620,676.00
75821463,2,0.003,0.002,-12.914,2.00
75821480,4,0.544,0.210,23.146,794.00
75821620,3,0.366,0.151,24.297,676.00
75821730,1,,,7.537,
75821871,1,,,48.999,
75821905,4,3.543,1.327,21.117,1503.00
75822331,1,,,-2.287,
75822396,3,0.571,0.235,27.210,676.00
75822840,2,1.517,0.758,25.427,1595.00
75823039,1,,,-4.373,
75823143,3,2.168,1.001,22.977,676.00
75823334,1,,,16.042,
75823357,3,0.097,0.041,26.624,676.00
75823373,1,,,17.962,
75823400,1,,,-21.877,
75823770,1,,,26.717,
75823826,1,,,-15.012,
75823835,2,0.119,0.059,20.833,2270.00
75824138,1,,,25.586,
75824515,1,,,28.198,
75824887,1,,,-18.281,
75824921,1,,,156.772,
75824956,4,0.536,0.229,31.285,2.00
75825199,1,,,25.618,
75825538,1,,,82.343,
75826398,1,,,27.634,
75829063,3,0.494,0.227,-5.617,676.00
75829789,3,0.326,0.134,73.801,676.00
75829908,1,,,22.181,
75830138,3,6.966,2.932,35.760,676.00
75830420,2,6.498,3.249,42.030,0.00
75831146,1,,,-15.471,
75831932,1,,,47.587,
75832154,1,,,18.709,
75833046,1,,,27.077,
75833216,17,0.675,0.158,28.668,414.00
75833338,9,1.532,0.455,29.801,1812.00
75833620,1,,,29.107,
75833636,1,,,28.526,
75833674,4,6.078,2.679,30.594,7.00
75833678,22,8.522,2.570,29.090,2176.00
75833679,7,1.133,0.380,31.351,1812.00
75833689,6,5.400,1.725,31.363,326.00
75833730,1,,,28.915,
75833732,6,1.178,0.349,30.552,1813.00
75833753,1,,,31.112,
75833776,5,2.700,0.875,27.724,10.00
75834672,4,0.412,0.165,62.309,3.00
75834729,4,0.232,0.089,35.259,220.00
75835470,2,53.551,26.775,57.360,4.00
75835893,2,0.171,0.086,34.742,1.00
75835954,2,0.063,0.031,30.402,1.00
75836002,4,0.610,0.224,29.881,243.00
75836004,3,9.583,4.290,6.543,244.00
75836039,1,,,33.032,
75836043,2,0.336,0.168,30.447,1.00
75836051,5,2.169,0.699,30.977,244.00
75836054,4,4.947,2.431,15.883,247.00
75836056,4,0.266,0.101,28.442,247.00
75836059,4,0.698,0.338,36.307,245.00
75836060,5,0.140,0.052,3.047,244.00
75836335,4,3.396,1.428,23.880,246.00
75836353,6,3.147,1.040,27.731,247.00
75836371,4,1.316,0.537,51.778,247.00
75836379,2,0.273,0.136,30.680,1.00
75836387,5,59.650,21.449,53.237,244.00
75836398,1,,,32.860,
75836407,3,12.070,5.562,40.234,247.00
75836444,1,,,26.041,
75836452,5,22.043,9.258,44.945,244.00
75836484,1,,,3.935,
75836551,6,16.796,6.133,22.600,247.00
75836559,2,1.159,0.580,24.934,4.00
75836562,2,0.153,0.077,31.982,1.00
75836582,1,,,91.575,
75836583,1,,,-11.259,
75836584,5,1.161,0.420,30.249,244.00
75837146,5,0.553,0.227,29.539,244.00
75837184,6,50.397,17.641,19.115,247.00
75837978,3,0.712,0.299,25.381,247.00
75838215,3,3.722,1.549,29.989,219.00
75838220,2,1.126,0.563,23.260,221.00
75838222,2,0.160,0.080,30.548,4.00
75838287,5,6.134,2.545,27.959,244.00
75838288,3,3.544,1.468,31.519,247.00
75838299,2,0.293,0.146,31.804,1.00
75838315,4,4.366,1.587,30.689,605.00
75838317,4,0.163,0.062,77.534,245.00
75838326,6,6.944,2.114,31.343,247.00
75838340,2,2.527,1.264,26.395,4.00
75838352,2,4.314,2.157,30.594,1.00
75838360,3,0.928,0.381,30.815,2.00
75838367,2,0.519,0.259,33.214,1.00
75838385,1,,,21.819,
75838402,6,3.929,1.301,32.440,247.00
75838409,4,0.468,0.175,31.003,604.00
75838539,2,2.613,1.306,31.845,1.00
75838605,4,0.550,0.201,30.316,605.00
75838607,2,1.988,0.994,28.237,1.00
75838610,1,,,30.980,
75838632,3,4.293,1.756,43.147,244.00
75838639,6,1897.287,547.826,34.395,247.00
75838648,4,1.637,0.715,30.739,244.00
75838651,1,,,27.092,
75838660,2,0.227,0.114,30.414,1.00
75838666,3,1.602,0.736,31.128,247.00
75838669,4,0.913,0.379,30.931,244.00
75838672,1,,,23.829,
75838680,1,,,30.391,
75838684,1,,,31.132,
75838689,5,3.570,1.327,41.463,604.00
75838702,1,,,19.695,
75838706,4,37.306,16.360,44.075,602.00
75838713,5,73.615,28.309,-41.600,362.00
75838725,4,1.673,0.674,31.501,244.00
75838740,3,31.449,13.045,32.089,247.00
75838760,6,27.870,8.603,48.772,247.00
75838766,4,52.516,21.442,-36.087,221.00
75838771,1,,,29.305,
75838775,3,38.070,15.626,4.565,244.00
75838803,1,,,-21.362,
75838812,5,7.510,3.607,40.440,244.00
75838890,3,0.407,0.183,21.776,247.00
75838896,4,12.546,5.339,-18.780,247.00
75838897,2,0.126,0.063,23.569,1.00
75838906,4,3.799,1.495,-15.265,220.00
75838949,1,,,22.882,
75838965,4,18.220,7.233,16.873,245.00
75838971,4,0.541,0.209,12.045,3.00
75838987,2,6.555,3.278,29.851,1.00
75838991,2,0.186,0.093,33.557,4.00
75839010,1,,,50.860,
75839018,6,7.944,2.597,18.769,384.00
75839019,3,0.725,0.298,31.689,2.00
75839038,4,1.062,0.389,30.585,605.00
75839074,3,0.307,0.133,23.132,2.00
75839118,6,5.826,2.004,28.280,605.00
75839146,1,,,24.911,
75839152,6,1.474,0.541,23.159,602.00
75839180,6,9.759,4.474,18.406,604.00
75839188,1,,,26.326,
75839202,3,0.644,0.300,25.883,244.00
75839348,3,0.050,0.020,28.233,247.00
75839349,1,,,27.324,
75839567,1,,,21.300,
75839582,2,0.370,0.185,23.969,1.00
75839587,5,1.858,0.636,30.675,244.00
75839588,1,,,28.112,
75839592,5,66.759,30.110,56.964,244.00
75839596,2,0.938,0.469,24.238,1.00
75839609,4,3.133,1.149,29.664,3.00
75839612,2,1.187,0.594,20.631,4.00
75839629,3,1.772,0.807,30.506,219.00
75839632,3,0.367,0.150,27.100,247.00
75839638,3,0.924,0.396,28.640,2.00
75839639,4,3.722,1.413,27.135,245.00
75839643,4,1.627,0.630,31.149,247.00
75839653,1,,,26.193,
75839657,3,4.099,1.862,36.665,219.00
75839663,3,0.836,0.390,28.574,219.00
