sdss_id,gaia_dr3_source_id,in_kovalev22,in_kovalev24,in_kounkel21,kounkel_sbn,n_visits,prefers_binary
60321675,1299093161680545408,0,0,1,2,7,True
61207275,1422133044018203904,0,0,1,2,4,True
62244550,1609114758782781696,0,0,1,2,8,True
67092156,2075441691957505280,0,0,1,2,2,True
61643232,1495797578596174208,0,1,1,2,2,True
78752484,3615531236737236096,0,0,1,2,2,True
116629119,303203078823456256,0,0,1,2,3,True
55919474,601904967494425984,0,0,1,2,7,True
56612203,707848444748061696,0,0,1,2,2,True
57028941,787864888067106560,0,0,1,2,5,True
57259811,831639881941619072,0,0,1,2,6,True
57600721,881672952403795712,0,0,1,2,6,True
60971547,1384162204522645504,0,0,1,2,2,True
57542333,874537671695757312,0,0,1,2,4,True
61370655,1448583071829898240,0,0,1,2,5,True
61529257,1475482211486797056,0,1,1,2,3,True
101455010,5745216948284008960,0,0,1,2,3,True
115292817,124096384164989056,0,0,1,2,8,True
66682198,2052782677145406976,0,0,1,2,5,True
67477967,2107469503586634496,0,0,1,2,3,True
75036501,3130491985770941056,0,0,1,2,5,True
80549244,3950588988482190592,0,0,1,2,8,True
60454042,1316516847568674048,0,0,1,2,2,True
61961869,1556106409854805376,0,0,1,2,5,True
71235854,2713099268579336320,0,0,1,2,4,True
62146515,1590863278078783488,0,0,1,2,3,True
116015979,217562152494913792,0,0,1,2,8,True
57881442,915431494132974336,0,0,1,2,2,True
58122546,948183304121238016,0,0,1,2,5,True
69621749,2391133917182273536,0,0,1,2,4,True
71228834,2711715945512562432,0,0,1,2,4,True
80552872,3951352530588255104,0,0,1,2,6,True
55939032,604922985178465152,0,0,1,2,4,True
56425592,677867133482169728,0,0,1,2,2,True
60079754,1261229829509973376,0,0,1,2,2,True
67139468,2078910749910437888,0,0,1,3,2,True
60160134,1273792741994415104,0,1,0,,2,False
61052346,1398349993329784576,0,0,1,2,6,True
67394410,2100261792551181824,0,0,1,2,8,True
67928833,2153843261912584704,0,0,1,3,8,True
70361510,2546940964015223168,0,0,1,2,8,True
75835470,3215966099864739072,0,0,1,2,2,True
109056900,6243426390053625216,0,0,1,2,3,True
114816635,43366285614592,0,0,1,2,8,True
60344096,1302180933929176064,0,0,1,2,5,True
90849035,4623793157573257984,0,0,1,3,2,True
57947951,925853940947649152,0,0,1,2,4,True
61441146,1460127084928221952,0,0,1,2,7,True
61653879,1497496220981517312,0,0,1,2,8,True
70613084,2600060672855248768,0,0,1,2,2,True
70885434,2655243615265428224,0,0,1,2,2,False
73485032,3016076878799144192,0,0,1,2,4,True
115041112,66161604670993024,1,1,1,3,2,False
115492822,162398284036235392,0,0,1,2,3,True
55658099,555333606312979328,0,0,1,2,3,True
62395378,1635379067914342272,0,0,1,3,4,True
67401561,2101019867162011264,0,0,1,2,2,True
77667409,3437607990254791552,0,0,1,2,5,True
80026671,3847995791877023104,0,0,1,2,3,True
56200541,651154257966794240,0,0,1,2,2,True
61478460,1466673508441185920,0,0,1,2,6,True
61920105,1548515862614011008,0,0,1,2,8,True
71064392,2686503972089580544,0,0,1,2,3,True
99276646,5564906288397909248,0,0,1,2,6,True
59468642,1160522501504866944,0,0,1,2,3,True
61439777,1459869764847237760,0,0,1,2,3,True
76323731,3305592171726977408,0,0,1,2,2,True
79984301,3840356277712584832,0,0,1,3,2,True
57984569,931941593233391104,0,0,1,2,8,True
59545601,1172608878778315520,0,0,1,2,4,True
60391573,1308595965802287232,0,0,1,3,2,True
61915578,1547679958899540224,1,1,1,2,3,True
75834672,3215822716675837952,0,0,1,2,4,True
79022564,3661101316488405248,0,0,1,2,3,True
79764856,3798020377054054656,0,0,1,2,3,True
80023178,3847361064430410368,0,0,1,3,4,True
88972330,4426947831373415680,0,0,1,2,3,False
94932809,5187970573992462976,0,0,1,2,4,False
99072612,5546589313735500800,0,0,1,2,5,True
56468724,683901253295810816,0,0,1,3,2,True
70121895,2501454992607891456,0,0,1,2,5,True
79768980,3798740552875258624,0,0,1,2,3,True
80025895,3847825539373507328,0,0,1,2,2,True
80876575,4016258763560179840,0,1,0,,2,True
91658438,4661892575521269632,0,0,1,2,7,True
115090092,76968670098155264,0,0,1,2,2,True
113830023,6771085799796712064,0,0,1,2,2,True
116716197,317518174755919872,0,0,1,2,2,False
56838833,750302508546943360,0,0,1,2,2,True
57085815,798556745292278016,0,0,1,2,5,True
60225398,1283969100065822080,0,0,1,3,4,True
60742725,1352165724663719936,0,0,1,2,3,True
61356114,1445582470237922944,0,0,1,2,8,True
61948644,1553808396193595008,0,0,1,2,2,True
78246897,3513952953788530816,0,0,1,2,3,False
115278064,120947962682544384,0,0,1,2,8,True
61370617,1448577333753584000,0,0,1,2,6,True
62162676,1594045951924405376,0,0,1,2,3,True
72037994,2862805919959266816,0,0,1,2,3,False
110542189,6459062747926048000,0,0,1,2,6,True
54560688,435069161905916416,0,0,1,2,3,True
57179401,816372235276108288,0,0,1,2,5,False
61947157,1553535201913312768,0,0,1,2,3,True
75035776,3130407224593404672,0,0,1,2,7,True
109094806,6247797258009731968,0,0,1,2,2,True
55779289,579463965236154112,0,0,1,2,8,True
60453578,1316473141981353728,0,0,1,3,8,True
57203192,820902463701165056,0,0,1,2,8,True
64470284,1882616489485390464,0,0,1,2,3,True
90302886,4562031596579218560,0,0,1,2,2,True
61092971,1405346185817564544,0,0,1,2,4,True
62145458,1590677082656390400,0,0,1,2,6,True
63665186,1817254371509377152,0,0,1,2,4,True
78242630,3513109667025841024,0,0,1,2,4,True
79823324,3809944713801548288,0,0,1,2,2,True
60343838,1302153274339902592,0,0,1,2,8,True
107075963,6050413549070125824,0,0,1,2,2,True
56618639,708812372849495168,0,0,1,2,2,True
59450439,1157513241258967296,0,0,1,2,8,True
62676702,1686315558977444608,0,0,1,2,3,True
70579553,2591593784781907072,0,0,1,2,2,True
75879121,3221902260063866368,0,0,1,2,2,True
76316773,3302991448771070720,0,0,1,2,2,True
55919538,601914858803378688,0,0,1,2,3,True
57601381,881754969099011200,0,0,1,2,2,True
67105354,2076290751142108800,0,0,1,2,8,True
69069086,2266452008716972672,0,0,1,2,2,True
78750813,3615214611748443008,0,0,1,2,2,True
79250569,3699160640901964160,0,0,1,2,7,True
113468053,6752035317730553728,0,0,1,2,3,True
56613501,708057691259413248,0,0,1,2,2,True
79250867,3699228054708547200,0,1,1,2,8,True
80707476,3982783238699380480,0,0,1,2,3,True
113469519,6752139118500647296,0,0,1,2,3,True
55017600,481214874653783168,0,0,1,2,3,True
57260682,831790446313678720,0,0,1,2,5,True
58595014,1008940426886097536,0,0,1,2,4,True
65254543,1974518412988695808,0,0,1,2,5,True
85119260,4127172789300901504,0,0,1,2,2,True
113597166,6759379643091195264,0,0,1,2,2,True
60013786,1249738249373050752,0,0,1,2,2,True
67119845,2077379340674822016,0,0,1,2,6,False
67744874,2133603280070646912,0,0,1,2,2,True
54527184,431623532997261312,0,0,1,2,3,True
57166747,813992960832564096,0,0,1,2,2,True
58007780,935934916385659136,0,0,1,2,3,True
66678855,2052560335277666432,0,0,1,2,3,True
73494649,3017366910881808512,0,0,1,2,8,False
56305145,664376435047303168,0,0,1,2,5,True
59843306,1220108266431088896,0,0,1,2,8,True
62202291,1601205628046739328,0,0,1,2,2,True
70167253,2509807677501661056,0,0,1,2,3,True
75058952,3132275634148926848,0,1,0,,2,True
83555985,4074646404434711680,0,0,1,2,5,True
96044430,5285071954833306368,0,0,1,2,3,True
56299233,663568087840302592,1,1,1,2,2,False
62166764,1594794719342718208,1,1,0,,2,True
72072523,2868127040842162560,0,0,1,2,3,True
61355213,1445460321368622592,0,1,1,2,2,True
91838625,4684191221073853184,0,0,1,2,8,True
62162719,1594054301340428928,0,0,1,2,4,True
67989468,2161496893632631040,0,0,1,2,2,True
70497189,2574786031564431232,0,0,1,2,2,True
79847271,3814648355826079488,0,0,1,3,8,True
54563143,435427946296584960,0,0,1,2,5,True
60224668,1283837403484262400,0,0,1,2,4,True
61782791,1522796632075334528,0,1,1,2,6,True
78243906,3513352036324966144,0,0,1,2,2,True
57085900,798575093392526848,0,0,1,2,7,True
62074282,1577255825252090368,0,0,1,2,8,True
73492060,3017183429877089408,0,0,1,2,4,True
77514199,3426307862580583936,0,0,1,2,4,True
80837354,4008891932574815488,0,0,1,2,3,True
114786329,6914325394355148288,0,0,1,2,4,True
57320923,842988181968444032,0,0,1,2,2,True
71751051,2812923310790398208,0,0,1,2,6,True
75836551,3216126181885110016,0,0,1,2,6,True
76065174,3245557148926842368,0,0,1,3,7,True
55108987,494284735012767104,0,0,1,2,3,True
60986387,1386592537536463360,0,0,1,2,6,True
61870535,1539255462149816960,0,0,1,2,2,True
67125545,2077772381720058112,0,0,1,2,8,True
70613379,2600112727858975232,0,0,1,2,2,True
76323746,3305602032971873280,0,0,1,2,2,True
90849392,4623859781107173376,0,0,1,2,2,True
57984889,931988940953020928,0,0,1,2,4,True
70120117,2501109475374099456,0,0,1,2,5,True
99074462,5546706656552267776,0,0,1,2,6,True
57088810,799184325913199872,0,0,1,2,3,True
57984178,931882253964769664,0,0,1,2,3,True
61304769,1437078778589261568,0,0,1,2,2,True
70119723,2501029309809321600,0,1,0,,2,True
70360784,2546825347791878656,0,0,1,2,7,True
80022901,3847314575704113024,0,0,1,2,7,True
57317566,842386886547710976,0,0,1,3,5,True
60397044,1309326007162829696,0,0,1,2,3,True
60594431,1334481733694321152,0,0,1,2,8,True
77560018,3429814067719609344,0,0,1,3,3,False
99085907,5547461093323858688,0,0,1,2,3,True
57266402,832851475033937024,0,0,1,2,2,True
60344010,1302172412714195584,0,0,1,2,8,True
70587932,2593426533226449408,0,0,1,2,3,True
79983361,3840182181213759872,0,0,1,2,7,True
60062717,1258516578410453504,0,0,1,2,3,True
61871297,1539417300812977024,0,0,1,2,4,True
71558395,2777017006237993984,0,0,1,2,2,True
75888775,3223073171226885504,0,0,1,2,2,True
76341619,3311315129749134080,1,0,1,3,2,True
94844824,5168195243187227904,0,0,1,2,3,True
56851851,752892992302029696,0,0,1,2,2,True
63031761,1745795564627469824,0,0,1,2,3,True
80875571,4016054391836312704,0,0,1,2,2,True
57464550,866829163175472128,0,0,1,3,8,True
59053491,1091708604209194624,0,0,1,2,3,True
60203559,1280670191520494720,0,0,1,3,4,True
61944234,1553041894853593856,0,0,1,3,8,True
79051046,3665866879055964928,0,0,1,2,6,True
57201923,820630197133428352,0,0,1,2,6,True
57889700,916924154183220864,0,0,1,2,3,True
58286734,966039643538861312,0,0,1,2,2,True
69710534,2416798374000956928,0,0,1,2,5,True
72265626,2893874850090826752,0,0,1,2,8,True
56535852,695483852380300416,0,0,1,2,8,True
58046011,939950264131591424,0,0,1,2,3,True
61356318,1445621296742275840,0,0,1,2,8,True
61784567,1523130578669512960,0,0,1,2,7,True
66682262,2052788797478921344,0,0,1,2,8,True
67478208,2107491287660520832,0,0,1,2,2,True
70154864,2507383838477983104,0,0,1,2,8,True
80063151,3855126468380679424,0,0,1,2,2,True
91940144,4688844693587543552,0,0,1,2,4,True
60776238,1356501236450554624,0,0,1,3,2,False
61369951,1448458930095209472,0,0,1,2,5,False
67651701,2125812209400502016,0,0,1,2,5,True
71231988,2712299713171825024,0,0,1,2,3,True
76601296,3338188568322940544,0,0,1,2,4,True
79844082,3813966624257116288,0,0,1,2,3,True
87106663,4261405528199586688,0,0,1,2,8,True
55759638,576630489410967808,0,0,1,2,2,True
56282513,661269043386545536,0,0,1,2,5,True
57170930,814744129136238592,0,0,1,2,2,True
61354918,1445410465387855872,0,0,1,2,5,True
79823628,3810010787578425728,0,0,1,2,3,True
59193175,1112091522563956096,0,0,1,2,3,True
59834284,1218735697962257152,0,0,1,2,2,True
61115919,1408601599229694720,0,0,1,2,3,True
67659691,2126454152391101440,0,0,1,3,8,True
78530940,3572609326446816256,0,0,1,2,4,True
55921437,602226776508211328,1,0,0,,8,True
57608830,882696047972838144,0,0,1,2,3,True
62010520,1565209919456082560,0,0,1,2,6,True
67114918,2076931427127280896,0,0,1,2,8,True
76321269,3304621715277536512,0,0,1,2,2,True
85170238,4131098522537858048,0,0,1,2,2,True
57936494,924079088661836416,0,0,1,2,3,False
61214587,1423262143676048768,0,0,1,2,7,True
65282828,1976039037570523008,0,0,1,2,3,True
78756073,3616147994040877184,0,0,1,3,8,True
107069311,6049666224757098752,0,0,1,3,2,True
113599910,6759528661274529664,0,0,1,2,8,True
59987552,1244986091397619584,0,0,1,2,3,True
85009673,4121628050932888320,0,0,1,2,2,True
90651716,4599626269953166080,0,0,1,2,4,True
97512384,5390816661002211072,0,0,1,2,2,True
113461516,6751394336815874176,0,0,1,2,3,True
57027613,787654915709836544,0,0,1,2,6,True
61427823,1457749734634064128,0,0,1,3,8,True
70865116,2651230299040360832,0,0,1,3,2,True
71511520,2767953143479828480,0,0,1,2,2,True
79959967,3836336738079734272,0,0,1,3,2,True
94717429,5140558880984281216,0,0,1,2,3,True
55920139,602007187716001280,0,0,1,2,5,True
58597457,1009435688155116032,0,0,1,2,3,True
60333967,1300776479623610112,0,0,1,2,5,True
61863860,1537910213968641536,0,0,1,2,3,True
67112670,2076746949691701504,0,0,1,2,2,True
67734495,2132630006123071872,0,0,1,2,2,True
70304502,2536899953247895296,0,0,1,2,4,True
77244884,3393367456282964992,0,0,1,2,2,True
85170757,4131185353896388224,0,0,1,2,2,True
56566557,700415127670216704,0,0,1,2,3,True
75846554,3217580217295012480,0,0,1,2,5,True
78530881,3572596304104620288,0,0,1,2,8,True
114971841,47720630008874496,0,0,1,3,2,True
55760158,576703366416415744,0,0,1,2,4,True
61354935,1445414519837419264,0,0,1,2,5,True
61946543,1553446004032321152,1,0,0,,5,False
70772251,2631046907686371072,0,0,1,2,2,False
71091536,2689300678697988864,0,0,1,2,3,True
80941178,4029571474255606528,0,0,1,2,2,True
115265649,118175926366509184,0,0,1,2,3,True
116015511,217454679529495808,0,1,1,2,8,True
60776217,1356496426087894528,0,0,1,2,2,True
61527269,1475158680190854912,0,0,1,2,3,True
61813504,1528289899544093312,0,0,1,2,8,True
62160327,1593589482800042624,0,0,1,2,4,True
69621758,2391137799832707328,0,0,1,2,5,True
70456350,2565275629645882496,0,0,1,2,2,True
70792256,2635632798887162880,0,0,1,2,2,True
79105228,3675165139655267712,0,0,1,2,7,True
95992963,5281214112126795136,0,0,1,2,2,True
60444124,1315128782855837056,0,0,1,2,2,True
66682629,2052818415569395200,0,0,1,2,3,True
91945619,4688900876083039360,0,0,1,2,5,True
100985505,5708231546086599680,0,0,1,2,3,True
61538110,1476948032285748736,0,0,1,2,3,True
61824098,1530323618098412544,0,0,1,2,2,True
61965394,1556775840637279232,0,0,1,2,6,True
69710496,2416786760409417600,0,0,1,3,4,True
75847522,3217686526324624768,0,0,1,2,6,True
83528772,4073175906389069824,0,0,1,2,2,True
61944724,1553132471419944704,0,0,1,2,4,True
68968444,2251534006749252480,0,0,1,2,2,True
78157828,3496426536581041152,0,0,1,2,3,True
55112471,494838991951237120,0,0,1,2,2,True
57043085,790445166981694720,0,0,1,2,2,True
57268662,833233417886898688,0,1,1,3,3,True
78848880,3632412897751947520,0,0,1,2,8,False
80735630,3988670225817249536,0,1,0,,2,True
57318271,842526382788784768,0,1,1,2,2,True
61916801,1547930613190791424,0,0,1,2,8,True
115089382,76807557285231616,0,0,1,2,5,True
60594262,1334459537303829248,0,0,1,2,7,True
69447478,2349683703204731008,0,0,1,3,4,True
114816960,105827994316672,0,0,1,2,8,True
56650944,714075872450592768,0,0,1,2,7,True
57946127,925540953795042944,0,0,1,2,5,True
70064188,2489885862540646656,0,0,1,2,8,True
115478738,160106588270765824,0,0,1,2,4,True
57088717,799164569063653632,0,1,1,2,3,True
60593040,1334303922048752512,0,1,1,2,3,True
61304372,1437028235414177536,0,0,1,2,2,False
70360755,2546821740019371776,0,0,1,2,4,True
80022766,3847285537430352896,0,0,1,2,8,True
116009817,216379936976892672,0,0,1,2,8,True
57099290,801098266418492160,0,0,1,2,8,True
63042675,1746878995897687424,0,0,1,2,3,True
70376432,2549558080862712832,0,0,1,3,2,True
79042052,3664348281699922560,0,0,1,2,3,True
58645811,1018061455657822336,0,0,1,2,2,True
61445200,1460760506705871872,0,0,1,2,5,True
68892160,2239539885376389376,0,0,1,2,2,True
80271591,3897570915747957120,0,0,1,2,8,True
115497447,163179521407696384,0,0,1,3,8,True
56852204,752958658056760320,0,0,1,2,2,True
61475112,1466122133423051136,0,1,1,2,6,True
67397128,2100573675897310976,0,0,1,2,2,True
114817721,238387865065600,0,0,1,2,5,True
55936992,604716006409635456,1,1,1,2,8,True
61441302,1460155603511145984,0,0,1,3,3,True
65578872,1995079727107144704,0,0,1,2,3,True
67125702,2077782655281094400,0,0,1,2,4,True
115042013,66318903553150336,0,0,1,2,5,True
115494194,162634507239061888,0,0,1,2,3,True
60021211,1251149674409250176,0,0,1,2,2,True
61650470,1496891489586444544,0,0,1,2,3,True
61867892,1538744468416378624,0,0,1,3,6,True
67120002,2077390026553647616,0,0,1,2,8,True
71533879,2772126241079143040,0,0,1,2,5,True
60161278,1273941833195516032,0,0,1,2,2,True
61916456,1547861034720072576,0,0,1,2,3,True
67395218,2100349306804506752,0,0,1,2,4,True
79028314,3662044461242373632,0,0,1,2,3,True
56290665,662368451937407616,0,0,1,2,4,True
60448438,1315764438017875840,0,0,1,2,2,True
60772050,1355853834556440832,0,0,1,2,3,True
61367535,1448002216156726528,0,0,1,2,6,True
56531620,694788857951363584,0,0,1,2,4,False
67469618,2106801412834408320,0,0,1,2,3,True
116015623,217478284669728000,0,0,1,2,8,True
60252073,1288324544802558080,0,0,1,2,2,True
67660540,2126528541225287936,0,0,1,2,8,True
72081630,2869610728705445504,0,0,1,2,2,True
57181745,816743217370562176,0,1,0,,3,False
58059374,941415290359531008,0,0,1,2,6,True
66682785,2052833843093501824,0,0,1,2,3,True
80550735,3950901284144264192,0,0,1,2,4,True
56979551,778523604777173248,0,0,1,2,4,True
61813683,1528338759092030080,0,0,1,2,2,True
70158395,2508029144429197440,0,0,1,2,2,True
110541956,6459037046842301568,0,0,1,2,3,True
116106646,232620999328688896,0,0,1,2,3,True
58524780,999266030231729920,0,0,1,2,3,True
61999674,1563096211431410816,0,0,1,2,3,True
67713346,2130883088305470720,0,0,1,2,2,True
79245914,3698384523131502720,0,0,1,2,3,True
56389125,673435551867492608,0,0,1,2,3,True
65108455,1966611172035880320,0,0,1,2,2,True
79959723,3836289772612370816,0,0,1,2,2,True
115423177,150830253481698048,0,0,1,2,6,False
55920062,601994440253102080,0,0,1,2,8,True
57936061,923996483555008384,0,0,1,2,4,True
60002907,1247771841545453568,0,0,1,2,3,True
67734452,2132627497862080640,0,0,1,2,2,True
70055422,2488196020543526016,0,0,1,2,3,True
76316930,3303053708616895232,0,0,1,2,3,True
90777991,4612431766485752448,0,0,1,2,8,True
113597428,6759396341924163328,0,0,1,2,5,True
56401137,674763487034375552,0,0,1,4,2,True
57603138,881956523324839424,0,1,0,,3,True
62684402,1687746298482886272,0,0,1,2,3,True
67734478,2132629078410136192,0,0,1,2,2,True
60322630,1299231459628232064,0,0,1,2,4,True
60968972,1383708278019279616,1,1,1,3,5,True
61627067,1492896276647604224,0,0,1,2,3,True
74364198,3079325254394892928,0,0,1,4,6,False
115035407,65000623471297024,0,0,1,2,5,False
55916536,601494677858907904,0,1,0,,3,False
56608556,707275564831134848,0,0,1,2,2,True
57024250,787053654642232192,0,0,1,2,4,True
61624270,1492368098750135296,0,0,1,2,3,True
62000200,1563189017084156160,0,0,1,2,3,True
116528283,283815978702528256,0,0,1,2,5,True
57193332,818993299196900736,0,1,1,2,2,True
58127514,948770026716974208,0,0,1,2,2,True
67989193,2161456074263852544,0,0,1,2,2,False
67478382,2107508635031082752,0,0,1,2,2,True
69618076,2389730631107662336,0,0,1,2,3,True
70155288,2507450015334044672,0,0,1,3,8,True
79077250,3670479639572844032,0,0,1,2,3,True
57197146,819708565871354880,0,0,1,2,2,True
57543771,874689266861232128,0,0,1,2,8,True
60252110,1288330042359963264,0,0,1,2,2,True
60455715,1316718539232595968,0,0,1,2,8,True
67660802,2126549530725918848,0,0,1,2,2,True
110548772,6459950053809867008,0,0,1,2,3,True
54545231,433250913271781888,0,0,1,2,2,True
57171010,814757155774673792,0,0,1,2,2,True
59076346,1095277584593749248,0,0,1,2,2,False
59756628,1205451501554383232,0,0,1,2,2,True
80545800,3950000818480810752,0,0,1,3,5,True
80942117,4029760766348866944,0,0,1,2,3,True
61809491,1527564187509777664,0,0,1,3,8,False
67599940,2119687448592144000,0,0,1,2,3,True
67986453,2161060177062574336,0,0,1,2,2,True
70156762,2507727367142300160,0,0,1,2,6,True
57945880,925487494338312064,0,0,1,2,8,True
60984119,1386183725369735680,0,1,0,,4,True
61438126,1459561626713844352,0,0,1,2,8,True
107077512,6050483711653053440,0,0,1,2,2,True
61474402,1466002565829890560,0,0,1,3,5,True
62392202,1634805118547948160,0,0,1,2,4,True
91649660,4661721807637133824,0,0,1,2,7,True
57091645,799733080997883136,0,0,1,2,5,True
58753919,1036837888741011712,0,0,1,2,3,True
61734846,1512944767372429824,0,0,1,2,3,True
70717407,2620074228317782912,0,0,1,3,6,True
79768621,3798678293029338112,0,0,1,2,2,True
80025773,3847799460332152576,0,0,1,2,2,True
91657991,4661882817376952960,0,0,1,2,7,True
114818022,302262618430464,0,0,1,2,8,True
115089769,76896544711955200,0,0,1,2,3,True
116010691,216587371012706048,0,0,1,2,8,False
117081087,368574302133658240,0,0,1,2,2,True
56654392,714714512611096832,0,0,1,2,2,True
57042877,790407955385114368,0,0,1,2,3,False
57268259,833146419028035072,0,1,1,2,8,True
60347337,1302580572046277760,0,1,1,2,6,True
67125717,2077783411195335552,0,0,1,3,4,True
60991509,1387386316213037824,0,0,1,2,8,True
77376402,3409315391407242752,0,0,1,2,2,True
94847311,5168711979293465472,0,0,1,2,8,True
115043336,66576223634093184,0,0,1,3,8,True
56478775,685392152406405376,1,1,0,,2,True
61762787,1518695423639372160,0,0,1,3,6,True
61922997,1549032186401966208,0,0,1,2,8,True
70729091,2622322076761368064,0,0,1,2,4,True
71066120,2686703808327756544,0,0,1,3,3,False
73492831,3017252600328208512,0,0,1,2,8,True
80885242,4018118793636592768,0,0,1,2,7,True
61751659,1516460838055701248,0,0,1,2,4,True
71755413,2813812369020996992,0,0,1,3,2,True
79785652,3801995244733181696,0,0,1,2,7,True
89164357,4449882578777279872,0,0,1,2,2,True
56471684,684301887844717312,0,0,1,3,8,True
61057629,1399250008020092928,0,0,1,2,3,True
61477456,1466511983311032832,0,1,1,2,6,True
68952165,2248355700888438016,0,0,1,2,8,True
91669504,4662138488190805376,0,0,1,2,7,True
55938673,604914983655019520,0,0,1,3,4,True
67766052,2135408300209771008,0,0,1,2,2,True
70619720,2601261687445516800,0,0,1,3,2,True
55596093,543851303305691904,0,0,1,2,4,True
57088337,799090386388958720,0,0,1,2,3,True
57983442,931765224696068352,0,0,1,2,3,True
61050412,1398010450395020288,0,0,1,2,6,True
63008456,1742890242590049536,0,0,1,2,2,True
70360510,2546789544944459904,0,0,1,2,8,True
71030037,2681463394175330944,0,0,1,2,2,True
91585449,4660579415061218944,0,0,1,2,2,True
109054975,6243234697075768064,0,0,1,2,2,True
117059581,364856032982124928,0,0,1,2,3,True
60153977,1272885649197416704,0,0,1,2,3,True
60582807,1333229527389695104,0,0,1,2,4,True
61464671,1464144562977092864,0,1,0,,6,True
79756063,3796300672149749760,0,0,1,2,5,True
80018124,3846274605207789824,0,0,1,3,4,True
56657391,715226167772084608,0,0,1,2,3,True
70318907,2539432643923026816,1,0,0,,3,True
57043381,790495950674994816,0,0,1,3,5,True
57269175,833337596613757440,0,0,1,2,3,True
60347783,1302635788145948544,0,1,1,2,6,True
60547752,1328253446999820928,0,0,1,3,3,True
61441911,1460272117383907200,0,0,1,2,8,True
62023459,1567520062106663808,0,0,1,2,5,True
67762598,2135136136720566144,0,0,1,2,8,True
70317085,2539097361595930240,0,0,1,2,3,True
70616110,2600550750099287296,0,0,1,2,2,True
70897699,2657938213322824320,0,0,1,2,2,True
76341696,3311335092757107328,0,0,1,2,4,True
77360580,3406667900549886592,0,0,1,2,2,True
58062144,941680002081273856,0,0,1,2,3,True
66687276,2053174481237837952,0,0,1,2,4,True
70791516,2635476427717852800,0,0,1,2,3,True
57877177,914735576287799680,0,0,1,2,2,True
70156784,2507730837475717504,0,0,1,3,8,True
79093055,3673167327027609344,0,0,1,2,3,True
61775819,1521424961255526912,0,0,1,2,4,True
67459488,2105995294714848896,0,0,1,2,8,True
71767539,2816112547345510272,0,1,0,,2,True
56991843,780886837517713536,0,0,1,2,3,True
59209932,1115454305860823040,0,0,1,2,2,False
61551714,1479514636024276864,0,1,0,,8,True
69710729,2416854002417367936,0,0,1,2,3,True
70507221,2576834559165956608,0,0,1,2,2,False
76158133,3265298914563071616,0,0,1,2,8,True
80581302,3957357582063045120,0,0,1,2,3,True
83551635,4074449385685037312,0,0,1,2,2,True
55750408,574119209150214784,0,0,1,2,4,True
58007003,935793590486424960,0,0,1,3,3,True
61352855,1445015809433160192,0,0,1,2,5,True
71768296,2816236719144219008,0,0,1,2,5,True
100529144,5665143643897436032,0,0,1,2,3,True
61537651,1476854779955683584,0,0,1,2,3,True
76618751,3340417652052833152,0,0,1,2,2,True
79114109,3676524651422779776,0,0,1,3,3,True
80580248,3957174444657466624,0,0,1,3,4,False
115308232,127396911912935168,0,0,1,2,3,True
56410084,675837984772917376,0,0,1,2,7,True
60979838,1385486222680582912,0,0,1,2,2,True
61216043,1423494278068405376,0,0,1,2,5,True
62688922,1688579453418736256,0,0,1,2,3,True
85170089,4131079663337865344,0,0,1,2,2,True
61221313,1424315578894597760,0,0,1,2,8,True
61866824,1538515804357297408,0,0,1,2,4,True
65413480,1982285500561622272,0,0,1,2,3,True
94781457,5153756112893773184,0,0,1,2,3,True
97933600,5429106706765876992,0,0,1,2,3,True
60317024,1298451974603222144,0,0,1,2,5,True
60496366,1322589278489062912,0,1,1,2,3,False
61623667,1492247770945997824,0,0,1,2,3,True
67059594,2073897771473353344,0,0,1,2,8,True
69060274,2265067934032740992,0,0,1,2,2,True
73481347,3015366315113566848,0,0,1,2,5,True
79954992,3835340241242626304,0,0,1,2,7,True
80694531,3980152691488984320,0,0,1,2,2,True
56637073,711723982719675520,0,0,1,2,2,True
70873546,2652895818637965184,0,0,1,3,2,False
116630210,303351306734075648,0,0,1,2,3,True
57034218,788849225862127104,0,0,1,2,6,True
60975393,1384841393470857728,0,0,1,2,4,True
61864526,1538041433809177856,0,1,1,2,3,True
73483267,3015742902142721280,0,0,1,3,2,True
116630924,303392027322811136,0,0,1,2,3,True
69061021,2265231177150304640,0,0,1,2,2,True
90637925,4598267926416977664,0,0,1,2,3,True
94663741,5129541533955644288,0,0,1,2,3,True
115419726,150009468050754432,0,0,1,2,2,True
59969593,1241699719861828608,0,0,1,2,3,True
55921905,602313367345103104,0,1,0,,7,True
56643228,712746249358419200,0,0,1,2,3,True
58607286,1011357462681752960,0,0,1,2,2,True
60981387,1385715367775700608,0,0,1,2,3,True
62255069,1610884285308628096,0,0,1,2,6,True
70308397,2537573021867049984,0,0,1,3,4,True
113627879,6760440877995897728,0,0,1,2,4,True
57607664,882520327975127936,0,0,1,2,2,True
61216003,1423487745422371200,0,0,1,2,5,True
70061630,2489394896239077760,0,0,1,2,3,True
73483594,3015794785346358400,0,0,1,2,4,True
85169630,4131015926027042304,0,0,1,2,2,True
94780188,5153474805420459904,0,0,1,2,3,True
56572162,701394925672990976,0,1,1,2,4,True
67665318,2126915053916764544,0,0,1,4,4,False
70506819,2576756837437788288,0,0,1,2,2,False
96024762,5283741958081124608,0,0,1,2,3,False
57145767,810203459647735936,0,0,1,2,2,False
