sdss_id,l,b,flagged
54477079,119.96606029983012,-1.669510548477162,False
54477120,120.00207794166717,-1.573846826762017,False
54477122,120.01229345266384,-1.5843340946741629,False
54477148,120.00600877074237,-1.5268928007712146,False
54477827,119.2176296159883,-1.5900469093497975,False
54477831,119.16344345658452,-1.5511993588908284,False
54478106,119.46140255963446,-1.227697645169556,False
54478242,119.3816323168127,-1.0694440352087007,False
54478799,118.07141674874836,-3.0740243025392475,False
54478906,118.60962971535255,-3.135435369871171,False
54479067,118.36541481184956,-2.9331069514170567,False
54479077,118.37170053322602,-2.88623719860442,True
54479265,117.99241755951631,-3.0668278552824533,False
54479340,118.0650844715584,-2.920578534844674,True
54479578,117.83798105176638,-2.608830723330103,False
54479787,118.00724624582776,-2.4756679315515657,True
54479843,117.97217142303484,-2.270299712035262,False
54480429,118.26507547072913,-2.3488013646375516,False
54482343,117.56544324204104,-2.658813141500563,False
54482583,117.42307507725228,-2.294489794820383,True
54483117,117.46145869422942,-1.9074807974111745,False
54483545,116.91751913685864,-1.979437367474417,False
54483700,116.9156476877051,-1.7908942996724095,False
54483835,116.67531312575187,-1.8230523732566943,False
54483837,116.67237611231137,-1.8247943270870661,False
54483944,116.84643666949219,-1.60354095494302,True
54483975,116.70101580787932,-1.6322236428870616,False
54484735,116.83250672206779,-1.2123161557014537,False
54485995,117.16441930623124,-1.4476574691464181,False
54486173,117.2262539791516,-1.2410410891724144,False
54487115,117.04682602055881,-0.7355468619862937,False
54488875,118.04459980195674,-1.2747935018775525,False
54489286,118.33849583539853,-1.148447036415451,False
54489383,118.37263588535562,-0.9863027948292912,False
54489403,118.40376124267301,-0.9833340545793646,False
54489498,118.0921585702409,-0.9990515692719304,False
54489800,119.00276717745113,-1.2117700272282956,False
54489829,118.92287346521283,-1.1099514496539857,False
54490339,118.94440308748315,-0.7546695704005034,False
54490586,118.80200690208447,-0.6818006359468521,False
54490796,118.67391979668355,-0.37239368629263037,False
54490845,118.39451139386128,-0.8016626870746408,False
54490911,118.38953155052853,-0.7202863470497336,True
54490912,118.38794597780536,-0.7213664708947055,False
54491289,118.1716499473714,-0.28156037694517605,True
54492353,117.43140169339996,-0.7202461967298933,False
54492380,117.62292069249258,-0.7319444276092646,False
54492996,117.64841324375934,-0.2736069572046163,True
54493367,117.24444481276252,-0.3644589982615593,False
54493521,117.05130680631196,-0.29967624927830766,False
54493621,117.18048485400232,-0.17614034135547568,False
54494122,117.15524905579953,-0.026170324089882572,False
54494187,117.09221790375335,0.021227323073535663,False
54494661,117.87020069550123,-0.3634797849699319,False
54494736,118.06186294624503,-0.27899635272280293,True
54494940,117.717304032853,-0.21709642928477346,False
54495209,117.67755248124347,0.10442526841151863,False
54495543,118.11185477142236,0.10703730791719673,False
54495586,118.10429775767372,0.22935868483755237,False
54496683,117.42095398857673,0.47595285958993,False
54496710,117.31094487316206,0.22846882121293005,False
54497627,117.37849980955042,0.559313851307221,True
54498046,117.27485222578957,1.0551533816913423,False
54498486,120.58457083952513,-1.96756667550363,False
54498510,120.69871178690316,-1.9182603523616584,False
54498655,120.67691352284257,-1.7232064770889062,False
54498853,121.16036841141708,-1.7068222518383744,False
54499308,120.37886145383143,-1.7813459752684548,False
54499556,120.22107005224953,-1.663284718903435,False
