sdss_id,teff1,teff2
70596661,6209.54657303667,5499.2240658180635
70616713,5456.037155544428,5402.798173430553
70630086,5146.470066184316,4025.4903706332298
70670979,5102.101069780426,4688.7387061567615
70674437,6036.376330428078,4666.5011021747605
70675437,6515.073631671749,6202.109154737724
70680439,5712.469878358635,5712.469878358635
70716775,5380.951456481208,5157.040586959555
70748489,5474.328486144955,4340.47749380094
70751079,6064.279716427396,6064.279716427396
70767576,6542.711544905396,6542.711544905396
70778232,5125.701064205306,4295.458065638098
70788957,4200.009298525101,4101.230499560595
70791953,5623.398138907239,4851.769485229304
70801866,5707.778650129798,5034.554147792342
70813683,4818.537904052306,4652.759401622974
70832080,5198.822118788405,4490.634981640623
70836892,6013.250289906728,4348.288489867941
71009359,6407.989492853441,6407.989492853441
71023300,5622.806848789032,4975.770351482459
71075633,4200.531611386941,4051.5944058405876
71086896,5920.537385283817,4267.321401766241
71095984,5933.294116314687,4926.4436826855635
71349191,5539.7343319624,4675.78605533303
71371539,5718.819323081895,5718.819323081895
71428283,4903.3059063903775,4700.734119408899
71584703,5211.957120175585,4247.659153367371
71721379,5261.220973634184,4909.26451443138
71853027,5459.212386632672,4045.7927156999863
71981101,6667.575434010583,4592.7254531299095
72081276,5690.406717297113,4200.90926649816
72588109,4200.008550470087,4200.008550470087
73365396,6057.561601174998,6057.561601174998
73423949,6769.398479723352,6175.135804220333
73481586,5261.720949243025,5261.720949243025
73483261,4847.75218511156,4847.75218511156
73490413,4581.593600281331,4482.264156829749
73491721,5421.398665380212,4220.973556459109
73492153,5209.580422936765,5008.99588117443
73492698,4693.766579634685,4693.766579634685
73493075,5134.485274122898,5014.911948784884
73493900,5206.435309136628,4996.3607954616755
73494649,5142.019910709614,5142.019910709614
73679180,5939.349338882888,4292.608733222882
74106425,5279.599752833214,3957.5607133522963
74147155,6449.510267003838,4437.540880779498
74365467,4943.67752609586,4496.129032651652
74371237,6521.113030530021,5568.130900257644
74430088,5812.533474549183,3915.0004656291844
74543425,6756.844199787832,4196.7220969475065
74664365,5333.339716461461,5282.444694311192
74787063,6440.352372713364,6440.352372713364
74929848,4200.026780797181,4134.522216609832
75151813,6999.984739586552,6101.422926377447
75221901,4200.077756372315,4200.077756372315
75267586,4581.245894463934,4447.741892293946
75590679,5261.64890937786,4511.687466556445
75768682,6938.342125269513,4111.070676162498
75788442,5427.22771172025,4339.851622517259
75789315,4202.642493894623,4142.1079713182935
75789712,4364.998268815554,4288.613970794338
75791736,5843.101396435098,4505.868799971664
75797073,6156.387621500592,6005.23007131336
75801277,6011.89524256715,4717.593873498729
75816663,4641.289766376112,4552.2946754370605
75821620,4200.000057397645,4125.449475007852
75823835,5346.54062698979,5346.54062698979
75836002,4394.289993557124,4394.289993557124
75838288,5118.089173417512,5118.089173417512
75839718,4357.4814692613,4336.22656190946
75842446,6473.537759106882,6473.537759106882
75846536,4570.38808867142,4570.38808867142
75848201,5300.437716642259,4770.293679791695
75864076,4635.433877327012,4438.009506919862
75871477,5568.480496040477,5390.836407622276
75995334,4408.749331422396,4373.805833501328
76056083,4202.543796827476,4202.543796827476
76065174,6295.26326166529,6092.246461094128
76090038,6376.640475111503,5964.008900486864
76096159,5910.313644238059,4298.813576078958
76149319,4200.0427341559935,4200.0427341559935
76151151,4625.513145867613,4376.808610744599
