sdss_id,gaia_dr3_source_id,ra,dec
54902344,467306877198975616,42.6897097,62.6889774
54907353,467648344282111360,41.6925557,63.8771250
54909593,467835501770624128,44.5339962,63.8933422
54910094,467879581016490752,45.6549542,64.4050388
54911606,468027263471584896,45.4181339,64.7120505
54912952,468149171822128768,44.1141941,64.9496995
54913054,468157894895941376,44.4539131,65.1292882
54913600,468203181031112320,43.4356700,65.0826607
54913665,468207961335323136,44.1424489,65.2324774
54914548,468300762687244928,45.4010607,65.8584580
54922239,468977688196407040,63.3665009,56.4606216
54924112,469143022953818496,65.1026055,57.5724834
54928478,469556821586795008,59.2954870,56.6589533
54929611,469638425966360960,59.1705143,57.2579611
54930046,469666600942447360,59.8703334,57.1179973
54930763,469718003120510464,59.7812064,57.2365745
54931258,469754252645302016,60.3842286,57.6539072
54931966,469812767277396480,58.1130624,57.1690442
54932176,469830045923992960,59.2123422,57.4785158
54932253,469835204189983744,58.6015002,57.2892491
54932335,469843068264833152,58.5833622,57.5372807
54933042,469902446193013504,58.5769901,57.8175243
54933628,469950481108004608,59.4852595,57.9105162
54933999,469979412008597504,60.0496078,58.2162204
54934134,469992812306423680,60.3563087,58.5260612
