sdss_id,n_visits,delta_chi2_23,f_imp_23,q2_triple,q3_triple,outer_component,v1_triple,v2_triple,v3_triple,inner_corr,q_inner_dyn,vetted,vision_triple,double_vetted,fail
66451129,12,252664.35991626413,0.3785677233531073,0.9262107589881624,0.2102438284459323,0,-9.68;-10.70;-10.77;-7.32;-9.33;-13.96;-17.09;-7.63;-16.59;-16.12;-13.58;-7.96,-30.30;-31.19;-31.18;37.53;-29.82;-34.00;-35.15;-28.25;44.18;-34.20;-3.83;-28.54,-32.88;1.20;-6.33;44.78;-41.61;8.56;-2.81;-30.57;42.26;2.69;-24.73;-31.64,0.714,,False,False,False,"V3,V4"
63031907,3,5166.900956646023,0.2832901491837925,0.8028631833005863,0.2217958531570945,1,2.39;3.83;13.50,30.56;31.68;39.56,87.99;88.61;1.83,-0.992,0.122,True,False,False,
91667903,7,76151.71839648313,0.296192794565134,0.5175502359519283,0.5450206925945402,0,2.56;3.10;2.85;3.00;2.82;2.95;3.35,44.88;-45.58;-46.75;43.40;-30.73;26.06;2.65,-45.52;52.46;56.47;-37.62;39.40;-25.11;2.35,-0.999,0.929,True,True,True,
64429512,3,51114.95085907415,0.2960868106490865,0.7939865029823029,0.3540022879021776,0,12.44;17.72;19.27,29.02;-51.47;-30.79,47.43;23.07;18.53,0.922,,False,True,False,"V3,V4"
56649750,5,58028.6778890874,0.4799349101937698,0.7466028176849462,0.1509592580971451,1,14.57;15.24;25.60;25.65;25.51,38.98;39.62;35.85;37.43;37.65,4.12;5.70;57.69;62.43;62.29,0.998,,False,False,False,"V3,V4"
64717773,3,50503.27394135276,0.2487598941067642,0.9899999999377392,0.9636763857164256,1,92.60;-10.99;3.42,-7.97;-12.01;-4.08,-7.73;27.32;-19.24,-0.401,5.768,False,True,False,"V3,V4"
69100239,9,39124.81592423632,0.3099040601836924,0.8500761056509472,0.2516099204695577,0,4.06;4.06;6.01;6.40;5.92;3.97;6.30;5.91;5.80,-12.17;-12.57;10.62;1.32;10.82;-12.62;1.55;10.84;11.03,95.22;81.82;98.11;92.82;93.52;89.99;89.80;89.75;89.63,0.379,,False,False,False,"V3,V4"
80029885,8,54261.7278337052,0.2268382427555021,0.5190451846484664,0.2606075568763523,0,16.69;16.76;19.32;17.05;21.42;19.40;17.16;22.07,-37.37;-37.47;-18.48;30.91;59.80;-18.37;30.53;-35.75,45.00;43.29;47.12;-0.66;35.21;45.27;-1.46;76.76,-0.686,2.13,True,False,False,
79987857,4,88246.12822917168,0.551419256930405,0.7464199586585892,0.2015164073165364,0,-18.66;-24.43;-25.70;-25.79,-26.95;-14.92;-18.47;-15.38,-38.20;-61.47;-57.90;-62.59,-0.991,0.493,True,True,True,
60622457,8,11728.948023123929,0.1641595905204066,0.8106679632782209,0.1196812720982413,1,-9.64;12.59;11.95;12.88;-5.18;12.55;-10.46;-9.31,1.39;2.58;1.92;2.69;7.17;2.24;0.63;1.67,17.35;50.17;86.17;88.56;12.41;87.95;16.44;-20.91,0.907,,False,False,False,"V3,V4"
