alpha,rep,twin,sdss_id,K1,n_ep,loglike
0.10,1,1,67388692,12.2109,8,-32.8216;-33.2609;-33.3001;-31.5514;-31.6098;-32.1556;-32.1546;-32.2440;-33.0316;-30.8924;-30.7984;-29.7742;-33.7352;-29.1269;-27.2944;-26.1236;-31.9979;-35.3750;-30.7088;-35.8857;-39.4572;-32.8468;-32.3485;-37.4941;-29.8665;-33.8542;-30.7721;-27.7006;-36.5545;-35.9044;-31.8951;-38.9404;-28.5227;-29.5849;-28.7237;-34.2235
0.10,1,1,67389547,51.4809,14,-372.0016;-342.7110;-285.7599;-312.4871;-300.8671;-295.3487;-404.2201;-299.3818;-293.0164;-266.7560;-360.3249;-349.7844;-275.4126;-246.0857;-330.6374;-374.4815;-532.5084;-249.3313;-326.9908;-84.2068;-289.0774;-175.9880;-505.1112;-486.9437;-410.1899;-503.7020;-483.9444;-369.7022;-310.5475;-535.7536;-582.9193;-540.6713;-248.2113;-442.8506;-526.1673;-366.9179
0.10,1,1,67390623,52.3381,15,-104.7365;-104.9417;-115.1171;-108.2097;-108.0107;-119.5789;-107.6118;-103.1532;-107.7109;-106.7410;-108.1849;-104.9669;-110.4669;-107.4262;-108.3790;-116.3238;-108.1505;-112.5882;-113.0958;-94.5979;-62.2463;-96.4893;-70.6784;-85.0945;-114.8919;-108.5390;-133.2054;-83.4943;-143.4389;-92.8478;-128.0062;-115.2456;-79.3667;-131.1429;-119.0257;-140.3402
0.10,1,0,67392571,17.0843,14,-62.2712;-58.5774;-67.7120;-67.2095;-61.0221;-60.7698;-61.6583;-63.3191;-59.2682;-64.7480;-57.8959;-64.3122;-64.8077;-62.1540;-62.4703;-61.7097;-53.1119;-58.1691;-63.3140;-68.3327;-59.2496;-66.8495;-57.4655;-56.8355;-57.6077;-57.8447;-48.4433;-54.8782;-47.6055;-50.3751;-44.0032;-56.4549;-58.6914;-52.9901;-47.7017;-54.7179
0.10,1,1,67393969,51.1439,11,-717.6294;-766.0233;-726.8902;-829.3290;-800.1729;-714.6988;-735.6351;-688.0832;-728.6936;-720.1997;-702.7659;-800.7571;-759.4961;-658.1664;-612.2959;-675.9034;-537.6807;-439.8705;-300.3804;-731.5567;-639.3698;-236.4081;-550.2028;-243.7716;-451.3455;-423.8890;-375.5797;-593.0024;-431.8134;-365.3867;-881.2434;-351.6826;-597.9278;-835.5977;-518.5398;-769.5554
0.10,1,0,67396253,26.4502,11,-134.8555;-99.2260;-65.7439;-117.6526;-64.6855;-125.6603;-61.3323;-141.6672;-82.4603;-88.8354;-103.3438;-119.8638;-89.0000;-135.6883;-141.5839;-74.5634;-95.2815;-95.6055;-135.2487;-130.4085;-155.6735;-166.7224;-155.1107;-113.4846;-144.2212;-87.9296;-113.5034;-102.9300;-133.7953;-148.2305;-137.0260;-165.5121;-145.2419;-148.9941;-158.9141;-116.3506
0.10,1,0,67397906,14.1118,11,-35.7520;-35.4797;-35.7238;-36.4650;-35.2956;-36.2402;-35.8138;-35.9461;-35.6466;-36.3812;-35.5343;-35.1398;-35.3367;-35.7991;-36.9260;-33.3812;-33.8933;-33.6230;-34.8423;-33.5562;-34.1866;-32.2677;-33.5804;-28.8249;-28.6990;-31.1439;-32.0216;-31.2165;-30.3963;-29.5685;-29.8043;-32.0023;-34.0264;-38.0649;-33.6305;-32.6313
0.10,1,1,67459488,40.2902,16,-903.7606;-612.6565;-782.7262;-621.9544;-546.9816;-576.7039;-529.5004;-620.6430;-1005.9128;-808.7314;-578.9528;-525.5023;-768.2000;-621.2808;-629.7046;-554.5607;-921.2655;-795.5534;-916.6829;-960.4624;-724.9414;-634.3575;-601.0427;-1009.2121;-659.0007;-353.2864;-1062.6623;-714.3783;-932.3560;-181.2869;-1076.2599;-187.3050;-1006.0383;-883.5975;-672.3265;-1038.4880
0.10,1,1,67471697,21.2489,16,-168.4373;-168.7797;-169.7829;-168.9865;-170.9490;-179.7682;-181.5470;-171.6693;-169.4981;-166.3227;-164.9111;-171.5415;-154.9007;-149.6349;-150.7981;-127.3815;-121.8747;-110.1274;-91.3936;-80.9698;-101.9924;-48.2581;-79.1456;-42.3751;-88.5247;-91.0236;-132.4742;-117.4356;-145.7161;-109.4045;-165.8900;-173.7543;-181.0575;-165.5711;-184.4173;-175.7288
0.10,1,1,67674680,40.6579,16,-175.8847;-172.3476;-199.4230;-174.4877;-160.2855;-182.8601;-211.3738;-158.7311;-210.6584;-205.4872;-181.7433;-173.9599;-125.5110;-125.0358;-71.6182;-138.2422;-137.8684;-105.1354;-267.7472;-111.0318;-211.1843;-181.6373;-123.7143;-146.0824;-232.9363;-227.6892;-265.2877;-260.8292;-312.5891;-251.6736;-340.5070;-318.1605;-446.2006;-310.4353;-283.2080;-342.0788
0.10,1,1,67675900,16.4401,15,-319.5262;-357.5755;-303.2932;-319.3477;-307.5413;-347.4324;-356.3663;-337.1654;-338.2311;-308.5405;-327.2955;-358.4343;-351.8664;-334.3036;-292.9549;-328.2410;-323.1892;-275.2923;-217.9692;-212.0709;-250.3354;-196.6920;-231.5153;-161.3465;-147.5633;-181.3702;-182.7221;-145.6801;-68.4839;-133.3993;-125.7167;-137.0697;-154.9000;-188.4385;-266.5466;-107.2067
0.10,1,0,67675910,55.3921,16,-246.6400;-63.6978;-212.3107;-88.5648;-81.5703;-59.6069;-71.4341;-220.6004;-59.5435;-103.9019;-99.1345;-115.9877;-162.1505;-145.3209;-271.3285;-90.5768;-177.4610;-245.1009;-289.9392;-440.9931;-480.3369;-289.3380;-424.8217;-524.4387;-261.0932;-765.6179;-134.3727;-416.6484;-240.2177;-498.5006;-667.4960;-282.1052;-727.9282;-478.4525;-342.9590;-282.0322
0.10,1,0,67762598,21.0430,13,-179.3678;-182.0853;-183.8996;-173.8869;-176.9902;-165.4966;-185.4093;-178.1688;-181.3593;-164.2119;-184.5456;-176.2858;-166.9002;-183.5788;-175.0945;-167.2262;-165.9445;-150.2311;-149.0354;-138.8150;-122.8305;-102.6745;-89.9627;-72.9731;-69.6539;-55.3983;-50.2083;-47.6307;-43.0543;-37.3974;-39.4392;-39.7733;-38.1161;-40.6146;-38.7002;-36.9184
0.10,1,1,67762942,30.8808,16,-152.0984;-173.7928;-151.3581;-196.8687;-154.1957;-151.9177;-179.6540;-171.5328;-174.5047;-158.1829;-185.4852;-168.4537;-170.9160;-149.4058;-182.8315;-193.5803;-174.3328;-155.0114;-175.2325;-183.1711;-208.7713;-225.6362;-151.0421;-137.2136;-86.6373;-144.6404;-59.3426;-153.4198;-182.4559;-140.6244;-209.9328;-263.5261;-247.3817;-293.0823;-246.1768;-222.8808
0.10,1,1,67833992,13.0091,12,-26.6402;-26.5289;-26.7092;-26.5773;-26.6658;-26.7323;-26.6940;-26.5624;-26.6968;-26.6812;-26.9139;-26.6129;-26.5445;-26.7436;-26.7466;-26.8174;-26.5856;-26.6620;-26.5463;-26.7438;-26.7222;-26.7258;-26.9376;-26.8733;-26.8399;-26.5625;-26.7235;-26.9572;-26.7552;-26.3744;-26.4281;-26.3208;-26.3331;-26.0334;-25.8006;-25.2315
0.10,1,1,67915420,40.9663,15,-199.4884;-214.9148;-203.5666;-232.1595;-392.6362;-440.8012;-236.3365;-404.2835;-215.4578;-326.3591;-211.1121;-406.9271;-193.4862;-202.8354;-327.6322;-194.9268;-190.1573;-340.6661;-509.0346;-313.1294;-501.4633;-139.3183;-117.6933;-191.0038;-231.7741;-175.3015;-352.6786;-304.8068;-281.4852;-375.6940;-490.4637;-442.9845;-694.6879;-745.5409;-741.9367;-532.5011
0.10,1,1,67932155,27.6166,9,-12.8930;-12.8681;-12.8690;-12.8633;-12.8630;-12.8662;-12.8785;-12.8829;-12.8701;-12.8944;-12.8730;-12.8903;-12.8926;-12.8726;-12.8842;-12.8632;-12.8922;-12.8835;-12.8635;-12.8676;-12.8684;-12.8324;-12.8363;-12.8034;-12.7757;-12.7358;-12.6734;-12.6273;-12.5650;-12.4707;-12.3950;-12.2403;-12.2008;-11.9280;-11.6572;-11.2965
0.10,1,1,67933417,16.8046,9,-31.5579;-31.5162;-31.5333;-31.5419;-31.5382;-31.5245;-31.4948;-31.5234;-31.5365;-31.5177;-31.5130;-31.5504;-31.5382;-31.5272;-31.4990;-31.5321;-31.4964;-31.4494;-31.4354;-31.3890;-31.3794;-31.3199;-31.2184;-31.1878;-31.1046;-31.0500;-30.9307;-30.8461;-30.7341;-30.6371;-30.4987;-30.3293;-30.2125;-30.0078;-29.7356;-29.3443
0.10,1,0,67978260,19.2059,13,-33.3969;-34.0099;-33.0303;-34.7191;-33.6697;-35.7887;-35.6042;-34.5024;-32.7300;-35.8282;-35.3243;-33.2317;-33.3447;-34.3173;-33.7179;-35.7572;-33.5193;-34.0633;-36.7869;-33.9845;-38.1593;-37.2732;-34.6497;-34.8241;-37.3602;-38.6593;-35.9113;-33.0558;-34.2107;-35.9936;-35.6572;-31.3628;-29.7245;-34.3189;-31.9433;-28.6964
0.10,1,0,68899783,23.7988,11,-23.3950;-23.7060;-24.7948;-23.9548;-23.6017;-24.3128;-23.6698;-23.8508;-23.6958;-23.2571;-25.2154;-23.5521;-24.6296;-23.6824;-23.9106;-23.8348;-23.8479;-23.6286;-23.3729;-23.9248;-23.5130;-23.6800;-24.1873;-23.6369;-24.3627;-25.1445;-24.8565;-24.9675;-23.7001;-24.6602;-24.3143;-23.1021;-24.7643;-23.0359;-22.8273;-24.0965
0.10,1,0,68980112,25.4508,10,-22.8580;-23.0540;-22.6168;-23.3718;-22.3713;-22.7832;-22.5097;-22.5958;-22.9912;-22.6252;-22.2382;-22.4548;-23.2665;-23.1325;-22.6647;-23.4221;-23.0873;-23.1813;-22.9241;-22.7204;-22.4397;-22.4915;-21.5920;-22.1783;-21.5182;-21.3472;-21.0778;-21.2630;-21.0510;-21.1592;-21.1890;-20.8746;-20.9147;-20.8292;-20.5086;-20.0698
0.10,1,1,69034386,28.8041,13,-41.9991;-39.2766;-39.6851;-40.5294;-38.9506;-40.1671;-40.9462;-40.5575;-38.4944;-40.3172;-41.1796;-38.9153;-43.7951;-40.5762;-39.8441;-38.8623;-38.9964;-38.4031;-37.5800;-37.0657;-37.8559;-40.1247;-39.7983;-37.9491;-42.0548;-42.9621;-42.5248;-37.9496;-38.5265;-37.3506;-41.4561;-40.7422;-43.0643;-40.1927;-35.7822;-37.4730
0.10,1,0,69035338,30.7477,8,-20.9923;-21.0828;-21.1109;-21.3068;-21.1697;-21.2999;-20.9503;-21.0941;-21.1990;-21.1277;-21.4821;-20.8011;-21.0492;-21.2405;-21.3297;-21.1988;-20.7116;-21.1283;-20.8042;-20.7904;-20.7557;-20.8091;-20.9811;-20.7222;-21.4140;-21.2077;-20.8038;-21.1668;-20.3975;-20.4208;-20.2374;-20.6433;-20.3314;-20.3734;-19.6777;-19.2012
0.10,1,1,69099131,40.5533,9,-26.1487;-25.9476;-25.3937;-26.5883;-26.6618;-26.3112;-26.2483;-26.2110;-26.5122;-25.8664;-25.9626;-25.7990;-26.0198;-25.9179;-26.7062;-26.5720;-26.8692;-25.8870;-27.2383;-26.6129;-25.9663;-25.8968;-25.5221;-25.8873;-25.4367;-25.5335;-25.7401;-25.3460;-25.1770;-26.2414;-25.4978;-25.5582;-25.2029;-24.9901;-24.6325;-23.7410
0.10,1,1,69114223,24.0908,8,-25.8969;-24.3456;-25.6527;-28.9165;-30.5545;-22.9502;-31.4448;-37.6503;-24.0237;-30.9566;-33.5257;-25.3925;-26.4430;-33.6903;-30.8808;-29.7450;-29.3163;-26.9621;-25.1452;-28.1746;-23.7506;-25.5695;-24.2669;-23.4749;-26.3269;-25.2704;-22.1420;-22.0725;-27.7976;-29.3049;-27.2748;-24.8550;-28.3162;-22.6369;-28.0483;-23.6600
0.10,1,0,69172642,79.7348,8,-17.7272;-17.5460;-17.6995;-17.6458;-17.7367;-17.7017;-17.7485;-17.7181;-17.7451;-17.7521;-17.6838;-17.7428;-17.7016;-17.6579;-17.7029;-17.7347;-17.7481;-17.7173;-17.6085;-17.4925;-17.5042;-17.6192;-17.4237;-17.4794;-17.4030;-17.2819;-17.2578;-17.1167;-17.2191;-17.2017;-17.1600;-16.7119;-16.4395;-16.5495;-16.3045;-15.8096
0.10,1,0,69175970,12.3018,12,-35.1394;-34.6404;-34.6321;-35.2408;-35.6653;-35.5775;-35.5560;-34.6569;-33.6607;-33.5833;-37.4988;-38.6602;-37.6530;-34.2161;-34.4878;-38.3008;-34.4731;-34.2283;-38.1575;-32.7717;-30.6528;-33.6750;-29.7318;-30.6284;-29.5737;-31.1334;-29.3287;-30.2297;-33.5265;-32.1437;-30.6689;-29.0568;-29.2680;-28.7013;-29.9997;-29.9424
0.10,1,0,69176776,12.1629,16,-32.4171;-32.2535;-33.2026;-35.9382;-34.6709;-32.6649;-32.6548;-33.8327;-32.8734;-34.8462;-33.7344;-34.4918;-34.4012;-34.4509;-33.4664;-37.1678;-39.9826;-42.8040;-46.7440;-52.9096;-53.6168;-63.7229;-62.2747;-66.0388;-68.6747;-67.9428;-76.1651;-67.0140;-73.3069;-76.4169;-68.0098;-84.3430;-78.6140;-84.0667;-86.3196;-80.7404
0.10,1,1,69177567,17.3897,15,-43.1716;-42.2623;-42.9962;-43.9939;-42.5966;-42.7373;-42.8501;-43.6418;-44.0225;-42.9695;-43.3557;-43.1880;-42.9221;-42.5235;-44.1201;-40.9223;-41.2151;-40.2594;-41.0401;-41.0227;-40.3470;-40.7188;-39.7677;-39.2174;-38.8949;-36.7685;-37.4092;-39.9302;-39.7566;-35.8236;-36.3078;-36.9846;-35.2721;-34.8775;-36.3268;-36.1398
0.10,1,0,69184927,13.6226,13,-38.5271;-37.7844;-37.8784;-37.8452;-37.1986;-38.0486;-39.0942;-37.8638;-36.6700;-40.3326;-38.2939;-38.9783;-40.8584;-38.3766;-37.1575;-41.2332;-40.6738;-36.9949;-39.9442;-37.8368;-37.0328;-36.2253;-35.1020;-34.7730;-34.7239;-34.8355;-34.4263;-35.0713;-34.4800;-36.5208;-34.3203;-35.4017;-34.6788;-34.3882;-35.0087;-34.9779
0.10,1,0,69621375,31.8071,8,-67.6030;-67.0898;-68.9981;-74.9417;-66.5943;-70.2758;-74.7423;-70.9028;-69.2103;-74.0757;-67.5864;-84.8067;-68.1109;-68.4968;-65.7726;-73.2720;-72.6640;-69.2979;-71.1197;-52.7211;-59.1591;-52.4063;-25.7531;-39.2961;-57.9251;-40.5377;-28.9806;-58.4911;-74.2211;-61.2307;-80.2191;-49.8331;-67.6313;-75.6863;-38.0554;-78.3152
0.10,1,0,69800142,33.2358,9,-45.3062;-83.3856;-48.6003;-53.5671;-69.5833;-76.1572;-90.3467;-62.9156;-43.0071;-46.1227;-75.3771;-89.9511;-55.5987;-77.6566;-46.4701;-85.6038;-98.3182;-72.1731;-71.4579;-86.9097;-93.5167;-52.5948;-68.6203;-64.7552;-79.2487;-65.3055;-76.4020;-56.2606;-65.2238;-85.7947;-73.5657;-92.4541;-66.3105;-69.2130;-80.0973;-87.1886
0.10,1,0,70102515,14.7806,8,-20.2416;-20.2291;-20.1370;-20.2460;-20.4028;-20.1753;-20.2964;-20.1279;-20.3638;-20.0213;-20.3451;-20.1153;-20.3988;-20.2083;-19.8937;-20.3638;-20.3614;-20.2488;-20.3361;-20.0611;-19.8202;-20.1523;-19.6919;-20.2069;-19.9981;-20.3723;-19.5444;-19.0968;-19.9293;-19.0941;-19.4170;-19.2875;-19.0942;-18.1617;-17.6428;-18.0721
0.10,1,0,70103797,18.2131,14,-37.9789;-39.6725;-43.3713;-40.5905;-40.6619;-39.5322;-40.4714;-38.5062;-38.0750;-38.8869;-40.2220;-38.2745;-40.5893;-38.5090;-45.4579;-40.3073;-39.1599;-37.0811;-39.4663;-41.5524;-38.3934;-42.2711;-42.0154;-46.0392;-42.5867;-46.8873;-41.7740;-40.9933;-40.2783;-42.5299;-38.9107;-47.6669;-40.6770;-46.4365;-39.8414;-39.2547
0.10,1,0,70107624,44.2368,16,-322.3757;-337.2865;-242.3590;-237.4940;-283.5830;-203.2040;-397.6736;-353.0150;-288.9083;-159.2235;-293.4037;-306.8796;-270.2053;-319.4872;-321.8108;-358.6040;-166.7373;-198.0025;-193.1395;-343.1293;-294.4852;-415.5149;-412.1290;-301.8967;-199.1336;-276.8439;-213.2387;-354.8584;-436.9610;-342.7153;-171.5417;-358.5785;-256.7923;-246.6261;-218.3486;-199.2515
0.10,1,1,70108697,13.7597,16,-47.2371;-47.9026;-47.3978;-47.0650;-47.7976;-47.5955;-46.4766;-47.0784;-48.0871;-47.0926;-46.8688;-46.1380;-45.9720;-45.4125;-44.1294;-43.7284;-42.0302;-42.4481;-42.2776;-41.3404;-41.9085;-39.2051;-40.0056;-39.4885;-40.8693;-38.9938;-39.9667;-39.6779;-39.2055;-39.6525;-39.6330;-39.2188;-39.5748;-39.4744;-39.0241;-38.6142
0.10,1,0,70118673,21.0210,9,-92.0117;-94.1962;-90.6770;-93.7296;-96.4908;-84.4659;-88.5779;-89.9999;-78.5602;-83.2792;-83.9126;-80.4377;-98.7777;-91.1479;-90.5036;-93.6149;-83.0793;-79.6094;-76.4470;-59.2053;-62.4040;-70.2781;-56.9371;-45.3421;-36.9548;-39.2625;-41.4557;-48.0669;-42.2053;-40.1768;-50.9403;-43.4842;-52.7407;-49.5341;-39.5565;-39.5781
0.10,1,0,70119038,38.1480,9,-206.6330;-205.7097;-208.2237;-216.7180;-205.1955;-211.7921;-211.3611;-200.0374;-201.9243;-194.7910;-193.9888;-203.5997;-195.0365;-187.4317;-165.7872;-143.4148;-134.6342;-113.3801;-99.3104;-123.9447;-68.0431;-98.3163;-75.5418;-51.4085;-56.2902;-45.7506;-33.4875;-30.1626;-30.5418;-30.2781;-26.9506;-27.6260;-35.5788;-24.7471;-27.8593;-32.4513
0.10,1,0,70139005,23.9429,10,-86.3823;-92.1726;-88.0547;-100.7704;-97.3568;-95.1746;-109.1232;-95.2883;-86.9834;-101.4292;-85.1786;-92.8089;-106.6595;-98.0529;-100.5493;-86.3240;-93.3801;-87.1789;-65.1275;-63.9904;-85.8479;-69.7253;-78.7008;-98.5615;-82.0487;-80.4472;-90.8657;-83.4182;-71.0861;-112.6179;-64.4097;-88.2232;-73.8063;-95.9736;-86.6729;-80.0486
0.10,1,1,70156922,15.6217,16,-31.3953;-31.6035;-37.1908;-33.1606;-31.9938;-33.5741;-35.4581;-31.8188;-32.0588;-30.9549;-36.0257;-31.7091;-33.8504;-32.3770;-35.2178;-37.5268;-32.7176;-37.0812;-31.0232;-40.7580;-40.0467;-35.9747;-32.5005;-32.1745;-39.4929;-39.1236;-40.6467;-49.4763;-33.5121;-40.5775;-34.1540;-36.9787;-33.9688;-41.5043;-52.7736;-38.9095
0.10,1,1,70172821,16.8864,10,-45.3951;-48.6848;-41.1031;-50.2507;-48.3090;-37.1398;-39.8339;-36.2270;-45.5423;-51.0259;-47.4275;-42.2301;-40.7335;-44.0364;-44.5720;-36.4134;-50.6929;-37.2087;-38.4509;-39.3276;-35.5688;-46.4521;-39.4696;-36.6117;-40.7858;-55.1274;-39.4301;-56.6782;-43.6853;-46.3256;-37.7011;-43.8954;-35.8369;-40.1928;-51.1126;-35.3809
0.10,1,1,70290945,26.6708,9,-99.4997;-95.0827;-101.0477;-105.4850;-95.3568;-99.3075;-98.1822;-94.8328;-102.0222;-100.5416;-103.1722;-98.3127;-89.2273;-74.6356;-99.7786;-100.2530;-94.4653;-73.9748;-66.4107;-49.7945;-52.8551;-39.9092;-38.1660;-26.2653;-28.2446;-23.6622;-27.2436;-30.4120;-30.8863;-33.8833;-28.0772;-24.4673;-41.5821;-30.8146;-24.4834;-28.7895
0.10,1,0,70339926,13.6359,8,-17.8949;-17.8209;-17.9190;-18.0429;-18.0301;-18.0740;-17.6425;-17.8760;-17.7951;-17.9865;-17.9268;-17.8539;-17.9067;-17.9344;-17.8185;-17.9295;-17.8338;-17.8386;-17.8277;-17.7459;-17.8284;-18.0248;-17.6145;-17.5320;-17.6691;-17.4576;-17.4895;-17.5007;-17.2846;-17.1871;-17.2095;-17.0297;-16.8178;-16.5456;-16.4681;-16.0866
0.10,1,0,70340649,29.7385,15,-62.1185;-56.6167;-67.4578;-47.3589;-49.9609;-45.3473;-44.2214;-45.8344;-44.0973;-57.9566;-47.1144;-52.7315;-43.1062;-37.0172;-59.4378;-48.4169;-33.1695;-49.8284;-47.3372;-38.3739;-40.9010;-60.4612;-47.0173;-55.1224;-52.6828;-44.7024;-41.2064;-52.3155;-50.4166;-63.4190;-52.4113;-51.8860;-55.4335;-46.3961;-42.3209;-45.5745
0.10,1,1,70360510,32.9571,8,-17.2468;-17.1982;-17.2319;-17.0053;-17.2000;-17.1421;-17.2874;-17.2223;-16.8989;-17.1809;-16.8646;-17.0442;-17.1515;-16.9635;-16.9791;-16.8903;-16.9903;-17.1919;-17.1830;-16.9466;-17.2727;-16.9213;-17.2405;-16.9096;-16.7468;-16.6379;-16.3561;-16.6236;-16.4891;-16.3855;-16.1972;-16.0484;-15.8872;-15.6145;-15.6029;-15.1035
0.10,1,1,70578188,23.2678,9,-23.7116;-25.6921;-22.6363;-28.7898;-25.3416;-27.5952;-23.0043;-27.6704;-25.1807;-27.9223;-23.1970;-24.0377;-27.4755;-23.9335;-42.5053;-29.8705;-29.5010;-36.2123;-43.9902;-39.0360;-40.8382;-46.3716;-62.2568;-50.7213;-70.2601;-61.8566;-52.1103;-61.0910;-65.7532;-65.3636;-58.6974;-59.6220;-63.8523;-65.1947;-60.0593;-83.0962
0.10,1,1,70817695,16.8015,10,-17.5534;-17.5377;-17.5322;-17.5316;-17.5254;-17.5319;-17.5520;-17.5380;-17.5326;-17.5404;-17.5339;-17.5294;-17.5314;-17.5447;-17.5247;-17.5223;-17.5321;-17.5267;-17.5000;-17.5053;-17.4792;-17.4641;-17.4323;-17.4045;-17.3755;-17.3208;-17.3037;-17.2271;-17.1704;-17.0776;-16.9833;-16.8690;-16.7139;-16.5174;-16.2553;-15.8660
0.10,1,1,70820648,21.1324,15,-242.0198;-167.9090;-142.0944;-148.9429;-139.2136;-202.7181;-248.5248;-147.8544;-166.5790;-250.7606;-136.2774;-243.4973;-163.8231;-150.5872;-138.4245;-134.0929;-203.2346;-90.4175;-160.0800;-92.6493;-97.8140;-82.8412;-107.6974;-70.5768;-118.1424;-137.4031;-101.5906;-68.8546;-176.8573;-121.1435;-120.4332;-155.5619;-145.6056;-228.1741;-132.3677;-113.3396
0.10,1,1,70820705,25.8110,8,-14.0171;-14.0284;-13.9759;-14.0032;-13.9879;-13.9697;-14.0395;-14.0162;-14.0467;-13.9670;-13.9892;-13.9535;-13.9726;-13.9884;-13.9549;-13.9144;-14.0495;-13.9514;-13.9507;-13.9248;-13.8577;-13.7842;-13.6691;-13.6864;-13.6639;-13.6354;-13.5162;-13.4560;-13.3940;-13.3637;-13.2187;-13.0743;-12.8984;-12.6647;-12.4494;-12.0774
0.10,1,0,70822905,121.3290,8,-21.3193;-21.2690;-20.9794;-21.2582;-21.0030;-21.4806;-21.1598;-21.2633;-21.0165;-21.2430;-21.1948;-21.1774;-21.3953;-20.9473;-21.3066;-21.3353;-21.0914;-21.2659;-21.2585;-21.1403;-21.2222;-21.0171;-21.0586;-21.0452;-20.7917;-20.9271;-20.7899;-20.7312;-20.6896;-20.7128;-20.3880;-20.2864;-19.9743;-19.8654;-19.5105;-19.2455
0.10,1,1,70937960,17.6709,9,-29.4709;-28.4782;-30.8674;-29.9029;-30.1257;-30.0686;-29.3680;-29.7878;-29.7822;-30.6380;-30.4003;-29.0153;-29.4220;-28.9518;-28.9374;-30.5857;-27.8286;-28.2013;-27.0845;-28.6949;-28.8465;-26.4215;-26.9801;-29.2006;-27.2684;-25.8324;-26.1480;-25.7368;-26.2319;-26.2418;-25.5895;-25.5912;-24.8614;-25.0523;-24.5380;-24.1976
0.10,1,0,71017864,38.1861,9,-23.0589;-23.1634;-23.0464;-23.2880;-23.6652;-23.6686;-23.1010;-23.3284;-23.0680;-22.8273;-23.5768;-23.1069;-23.6865;-23.2891;-23.0652;-23.5842;-23.2258;-23.4614;-22.6927;-22.8562;-23.0690;-22.5334;-22.6705;-23.1876;-22.4863;-22.6026;-22.6947;-22.5588;-22.7367;-22.3904;-22.3573;-22.0864;-21.1840;-21.9510;-21.3368;-21.3600
0.10,1,1,71066815,16.2910,9,-40.2902;-38.9934;-39.3507;-39.1912;-39.6879;-38.5029;-39.0373;-41.7621;-40.6920;-40.8515;-40.3210;-39.1290;-38.7473;-41.0988;-40.9495;-39.3235;-31.7802;-38.9830;-38.8404;-38.8970;-30.5515;-32.4920;-33.1668;-35.8687;-39.9555;-36.3494;-40.3581;-43.7608;-36.4822;-40.7036;-41.4813;-41.7373;-42.0719;-39.0088;-37.7446;-37.2377
0.10,1,0,71075770,22.0468,12,-23.7050;-25.7231;-25.4775;-24.4006;-31.1862;-30.2774;-26.6834;-26.6403;-27.9977;-26.7125;-25.7158;-26.6792;-23.7310;-28.6553;-31.7346;-27.9620;-31.5688;-30.9086;-25.7092;-32.2180;-31.2165;-27.3011;-24.7136;-27.8201;-30.5271;-28.3579;-32.6815;-30.5605;-25.4344;-29.1336;-25.3428;-27.6075;-29.2609;-28.8935;-26.8625;-29.3593
0.10,1,0,71076714,14.4968,11,-40.5897;-50.0845;-40.2599;-48.0858;-45.3132;-48.2033;-51.0925;-46.7207;-55.2113;-50.0711;-50.2259;-43.5677;-48.2128;-54.8846;-57.0830;-56.4219;-49.5538;-55.8464;-53.0791;-52.7275;-42.3212;-57.3852;-47.2380;-60.4102;-64.4749;-57.8801;-42.4811;-45.3607;-46.1398;-48.9020;-63.9261;-58.0218;-52.8148;-58.7143;-58.1311;-62.5210
0.10,1,1,71349299,20.4328,9,-49.4201;-53.6058;-54.4764;-47.7595;-57.1232;-51.0477;-52.4399;-51.9677;-49.2664;-52.8695;-54.0673;-47.4241;-50.1013;-50.7712;-45.6065;-45.4106;-50.8519;-51.2892;-45.8220;-47.2148;-42.0004;-39.5188;-38.6861;-39.0617;-44.5058;-44.8315;-41.8400;-45.0585;-47.8600;-37.3859;-44.3496;-37.4854;-36.7208;-37.3394;-35.6308;-27.1295
0.10,1,1,72265626,31.6204,9,-129.0505;-78.2669;-77.9039;-104.4770;-47.5467;-98.6930;-87.1990;-81.3861;-89.2531;-74.7428;-70.8876;-85.7236;-102.4516;-111.6391;-78.5447;-48.8731;-32.4118;-92.8503;-95.8740;-69.3545;-87.7304;-61.1211;-88.8971;-109.4634;-84.2702;-105.9011;-102.3690;-140.5472;-140.4836;-129.8155;-151.0705;-157.6151;-148.6017;-156.8098;-107.4735;-148.6843
0.10,1,1,73484767,59.6117,16,-91.7091;-55.1189;-125.8586;-74.9751;-135.4215;-78.5911;-90.1521;-101.9239;-86.7805;-95.2808;-78.8193;-106.2092;-139.1648;-113.9197;-50.1421;-99.3029;-42.3649;-120.6809;-77.7675;-95.5920;-81.0450;-186.9283;-184.2093;-182.3802;-125.5952;-77.1795;-203.5904;-210.7483;-235.0207;-240.7930;-279.4051;-86.3397;-160.3031;-126.8174;-202.8342;-128.2396
0.10,1,1,73487132,14.2200,16,-31.3601;-31.4107;-31.3233;-31.3867;-31.4632;-31.3619;-31.4547;-31.3919;-31.3085;-31.4217;-31.3605;-31.3108;-31.3237;-31.4149;-31.3371;-31.2967;-31.1829;-31.1089;-30.9863;-30.7328;-30.5878;-30.4156;-30.1447;-29.9275;-29.7154;-29.4779;-29.3034;-28.8402;-28.6658;-28.4114;-28.1630;-28.0946;-27.9917;-27.8338;-27.4617;-27.0749
