alpha,rep,twin,sdss_id,K1,n_ep,loglike
0.30,0,0,70103797,18.2131,14,-48.1941;-52.5811;-48.4410;-46.9913;-51.2259;-48.2183;-56.1963;-52.3322;-50.6630;-49.0590;-50.7210;-48.2091;-52.9614;-44.9796;-49.9631;-42.1980;-51.4163;-48.2573;-41.7450;-44.5685;-37.4249;-39.3639;-37.5388;-39.2417;-34.9428;-35.6467;-40.4104;-43.4388;-35.1848;-37.3086;-42.2408;-39.5195;-47.3314;-35.1126;-37.0791;-41.3139
0.30,0,0,70107624,44.2368,16,-287.0336;-148.5460;-267.7837;-198.6684;-166.5717;-167.9021;-209.7644;-117.8297;-233.6380;-203.1034;-194.7826;-235.5654;-166.4059;-179.4496;-276.8483;-383.1695;-262.1795;-271.3572;-221.1135;-244.1519;-330.3178;-165.9768;-449.6017;-344.6010;-298.7982;-469.5042;-303.6663;-523.9721;-380.2466;-288.2309;-438.1789;-359.9323;-340.2248;-222.1822;-361.0161;-410.6584
0.30,0,1,70108697,13.7597,16,-60.8342;-67.6777;-62.7287;-66.0029;-70.7184;-63.4187;-64.7302;-66.6180;-63.0102;-64.5649;-56.5374;-63.1367;-58.6937;-58.6468;-52.6787;-47.8104;-57.7719;-60.2704;-49.4673;-42.5737;-52.8784;-36.9069;-52.5170;-41.0135;-43.6526;-36.3006;-44.0486;-51.6502;-46.5576;-45.2678;-43.9974;-45.5798;-53.7192;-41.4174;-48.2381;-39.4453
0.30,0,0,70118673,21.0210,9,-28.9306;-30.5622;-30.6868;-30.9759;-31.2351;-30.3273;-29.5017;-29.6805;-31.0104;-30.6727;-28.2679;-29.4970;-29.9985;-31.6398;-30.2402;-30.7415;-28.2130;-32.5144;-32.3376;-30.2724;-31.2403;-29.9669;-28.8691;-27.8229;-32.5215;-32.7795;-29.2987;-30.2848;-30.6145;-27.4199;-29.3445;-29.1068;-29.8866;-26.8462;-27.5228;-28.2739
0.30,0,0,70119038,38.1480,9,-25.2707;-26.3918;-24.9572;-25.7767;-28.6154;-30.6585;-25.2077;-25.2728;-24.0999;-34.1434;-31.1673;-25.0046;-24.2674;-34.7941;-27.3186;-32.6405;-39.4564;-36.2009;-32.3385;-54.9936;-48.0375;-65.2105;-44.1293;-62.2137;-58.7386;-59.1895;-68.7275;-61.2746;-54.2088;-66.4569;-59.2070;-42.1099;-40.9756;-28.9954;-37.4694;-45.8047
0.30,0,0,70139005,23.9429,10,-67.8583;-96.5979;-95.0994;-111.9329;-179.5405;-153.0118;-90.7918;-175.3965;-189.1724;-100.5551;-94.7797;-117.7789;-137.9390;-129.8004;-162.7837;-159.2143;-134.1499;-75.4669;-147.6676;-150.2484;-133.2590;-100.3398;-143.3147;-132.8390;-129.4403;-150.0908;-121.0429;-147.7484;-154.0754;-161.1041;-159.7624;-157.4556;-194.0383;-179.0004;-116.0832;-153.9855
0.30,0,1,70156922,15.6217,16,-49.0037;-50.3839;-47.0140;-48.0287;-43.8339;-43.2177;-45.8716;-46.9172;-47.9696;-42.7528;-47.8760;-47.6337;-44.0080;-52.2794;-48.5445;-43.3902;-45.1744;-52.2148;-45.3732;-49.0739;-43.8112;-55.3377;-52.3920;-42.1094;-56.1434;-50.6914;-65.0135;-60.3869;-44.4046;-45.6946;-61.3348;-44.9867;-35.7813;-58.4813;-63.6059;-47.5287
0.30,0,1,70172821,16.8864,10,-33.1616;-38.5834;-40.4647;-35.6991;-34.4769;-34.7592;-39.3646;-29.8276;-40.4491;-39.9148;-30.0282;-38.8544;-33.0242;-40.5245;-35.4546;-40.7280;-35.4515;-32.7041;-33.4002;-27.1652;-31.5071;-31.9358;-31.2166;-31.8379;-32.3756;-33.8062;-33.4758;-38.4621;-32.6310;-32.1761;-33.8691;-33.9178;-29.0918;-34.2174;-32.0303;-35.4134
0.30,0,1,70290945,26.6708,9,-21.2536;-21.5891;-21.6250;-21.5376;-21.6522;-21.1719;-21.3746;-21.4866;-21.5587;-21.4253;-21.5951;-21.3912;-21.4874;-21.0486;-21.1395;-21.2640;-21.1013;-21.9202;-21.0073;-21.1827;-20.9494;-21.2123;-21.3826;-21.2367;-21.3070;-21.3195;-21.9405;-21.2191;-21.4000;-20.9130;-21.0225;-20.7796;-20.1834;-20.5235;-20.1937;-19.7337
0.30,0,0,70339926,13.6359,8,-9.7477;-9.7365;-9.7803;-9.7518;-9.7655;-9.8193;-9.7626;-9.7923;-9.8014;-9.7649;-9.7778;-9.7552;-9.7486;-9.7816;-9.7417;-9.7726;-9.7071;-9.7307;-9.7045;-9.6599;-9.6161;-9.5885;-9.5902;-9.5075;-9.4924;-9.4232;-9.3465;-9.2880;-9.1935;-9.0696;-8.9550;-8.8187;-8.6950;-8.5026;-8.2561;-7.8061
0.30,0,0,70340649,29.7385,15,-40.2896;-46.0409;-50.0337;-40.2831;-44.1813;-37.3387;-36.1320;-39.2341;-33.2326;-41.9593;-34.5605;-34.8262;-37.5790;-35.8645;-49.2689;-43.3451;-40.1884;-37.4849;-43.3025;-34.7354;-46.3731;-44.2458;-35.2701;-42.0064;-43.5436;-39.3745;-38.0190;-40.7294;-37.1497;-38.1827;-37.2157;-39.0022;-36.3686;-33.1994;-35.8770;-35.9282
0.30,0,1,70360510,32.9571,8,-22.5977;-25.3387;-23.6238;-24.1125;-23.1872;-22.1203;-21.9585;-25.3801;-26.7663;-21.5870;-22.6191;-25.0946;-22.6122;-24.5897;-22.7919;-23.6612;-20.2746;-21.9499;-22.7441;-24.7526;-22.3853;-25.2947;-21.0851;-23.8109;-20.6582;-26.9182;-25.4953;-24.5799;-27.2053;-21.6397;-28.4362;-19.6663;-22.0423;-22.9337;-26.2678;-28.7281
0.30,0,1,70578188,23.2678,9,-15.3928;-15.3495;-15.4008;-15.3638;-15.3794;-15.3747;-15.3885;-15.4008;-15.3930;-15.4022;-15.4023;-15.3977;-15.4064;-15.3983;-15.3948;-15.4060;-15.4114;-15.4048;-15.3920;-15.4133;-15.3901;-15.3797;-15.3609;-15.2973;-15.3138;-15.2024;-15.1722;-15.0817;-14.9830;-14.9108;-14.7924;-14.6808;-14.4936;-14.2809;-13.9911;-13.5852
0.30,0,1,70817695,16.8015,10,-25.6678;-25.0272;-25.1183;-25.2496;-24.7035;-25.1706;-26.1352;-25.2110;-25.1815;-25.0277;-25.0786;-26.4246;-25.7201;-25.9173;-25.4376;-25.7863;-26.9561;-27.1183;-26.8741;-27.6447;-25.7308;-27.3042;-26.1980;-27.3166;-25.9280;-25.8304;-27.1404;-26.4504;-26.4792;-26.2948;-26.5112;-25.7746;-26.3624;-26.1993;-25.8225;-24.4769
0.30,0,1,70820648,21.1324,15,-119.0092;-80.6895;-122.9773;-120.3215;-117.7924;-61.9098;-114.5122;-84.7296;-53.4163;-61.2401;-116.5997;-70.5283;-128.3272;-130.5465;-121.6305;-80.4300;-146.3232;-142.1401;-121.3593;-116.6525;-114.7717;-76.2779;-133.5705;-163.1194;-84.5766;-127.9582;-164.7192;-141.5676;-147.7851;-126.5606;-118.8605;-187.2468;-113.8156;-165.8951;-89.3499;-95.4931
0.30,0,1,70820705,25.8110,8,-21.3396;-21.4499;-21.4055;-21.4695;-21.3772;-21.4450;-21.4595;-21.4759;-21.5780;-21.4259;-21.4896;-21.4961;-21.4071;-21.3489;-21.4011;-21.3528;-21.3584;-21.4465;-21.4588;-21.5536;-21.4576;-21.3489;-21.4584;-21.5335;-21.4138;-21.4769;-21.3423;-21.1906;-21.0060;-21.1817;-21.0593;-21.0645;-20.7400;-20.6080;-20.4006;-20.0370
0.30,0,0,70822905,121.3290,8,-15.5341;-15.5713;-15.4997;-15.4838;-15.6611;-15.6236;-15.4321;-15.4206;-15.2568;-15.6239;-15.4862;-15.4109;-15.5742;-15.2843;-15.8294;-15.4617;-15.5249;-15.5938;-15.5254;-15.2719;-15.4382;-15.3858;-15.1953;-15.4703;-15.1666;-15.6033;-15.0955;-15.1441;-14.8847;-14.6792;-14.4422;-14.7686;-14.4759;-14.1671;-13.9670;-13.6031
0.30,0,1,70937960,17.6709,9,-95.0482;-95.3619;-97.4909;-106.1064;-95.7216;-94.3363;-97.8563;-101.6729;-96.0606;-98.3531;-93.4255;-100.0843;-92.2312;-97.0147;-88.8282;-89.3426;-84.9990;-81.8370;-66.1443;-53.7143;-39.7898;-36.1298;-28.3537;-26.9835;-31.4804;-28.3503;-28.6952;-37.6540;-40.0241;-39.5500;-35.7041;-32.3642;-35.4810;-35.3915;-41.5290;-31.2268
0.30,0,0,71017864,38.1861,9,-22.0931;-21.9679;-22.0364;-21.8704;-22.0337;-22.0421;-22.0951;-21.9756;-21.9530;-21.9558;-22.0376;-22.1265;-22.1545;-21.9650;-21.9793;-21.9491;-22.1160;-22.0223;-21.9347;-21.9721;-22.0841;-22.1196;-22.0811;-21.9713;-22.0665;-21.9182;-21.8393;-21.7921;-21.6577;-21.6692;-21.5093;-21.2194;-21.0514;-21.0580;-20.6667;-20.3958
0.30,0,1,71066815,16.2910,9,-46.7398;-49.2253;-47.0027;-49.4929;-45.3228;-46.7000;-42.7101;-45.5307;-43.1645;-44.8657;-43.1344;-44.8075;-43.9695;-41.9949;-44.2768;-38.4135;-49.7616;-41.1845;-45.6873;-46.6895;-43.2631;-39.8438;-50.0181;-40.2451;-45.0131;-40.4868;-42.1784;-39.0661;-40.1361;-41.1787;-35.1051;-38.9473;-47.2940;-38.2013;-40.2386;-42.4249
0.30,0,0,71075770,22.0468,12,-37.3375;-36.4514;-36.8209;-36.4120;-37.2285;-37.9743;-37.1435;-37.3212;-37.3897;-37.3208;-36.9082;-37.8323;-36.6584;-36.1350;-37.7395;-36.0982;-38.2450;-37.8320;-34.3531;-33.0922;-37.8976;-35.5983;-34.2123;-34.2501;-33.6147;-35.5675;-32.2972;-34.8137;-35.7023;-35.7109;-36.8355;-34.9194;-35.9663;-34.9292;-34.7219;-32.0773
0.30,0,0,71076714,14.4968,11,-35.2450;-37.2208;-39.1249;-35.6150;-38.3129;-37.8766;-37.7924;-34.4115;-36.2844;-36.7272;-35.8801;-34.8132;-37.2351;-31.7969;-37.1394;-36.9457;-34.9610;-35.2529;-33.7654;-33.9893;-37.6392;-33.1120;-32.7124;-33.6637;-33.4808;-34.3568;-32.8068;-31.8860;-30.9404;-30.6972;-28.8841;-31.3318;-31.2057;-26.4725;-35.7927;-29.6384
0.30,0,1,71349299,20.4328,9,-19.9066;-19.9635;-20.0943;-19.9733;-19.8138;-19.4433;-19.5803;-19.6820;-19.4598;-19.5433;-20.0440;-19.5162;-20.0938;-19.4726;-19.9125;-19.7242;-19.3444;-20.3150;-19.8892;-20.0528;-19.8597;-19.3042;-19.4320;-19.2538;-19.0806;-18.6044;-18.6112;-18.6732;-18.5741;-18.1638;-17.9764;-18.0029;-17.5834;-17.6798;-17.5134;-16.8182
0.30,0,1,72265626,31.6204,9,-37.8709;-31.7133;-33.7882;-32.7331;-33.4107;-34.8277;-32.8589;-33.7999;-33.7761;-37.0739;-32.5247;-29.3263;-31.8151;-37.3130;-34.9758;-34.4029;-34.8709;-33.4871;-32.4554;-27.7921;-32.9398;-30.4897;-28.9201;-29.3340;-30.8205;-30.7123;-29.1023;-27.4142;-27.9799;-26.0399;-30.7658;-31.2754;-24.0952;-27.8160;-28.8872;-26.6258
0.30,0,1,73484767,59.6117,16,-30.0959;-31.2366;-30.9629;-31.6320;-31.6152;-31.0580;-31.0121;-31.6847;-30.4683;-31.5769;-31.0581;-30.7289;-30.6497;-31.7612;-30.6759;-30.7013;-31.7536;-31.3512;-31.7531;-32.7045;-32.2087;-31.7894;-32.1179;-32.0119;-32.8670;-32.1599;-31.6910;-32.1308;-31.4171;-32.5464;-31.5773;-31.4966;-30.2074;-30.8066;-30.2497;-29.8406
0.30,0,1,73487132,14.2200,16,-55.1672;-56.1623;-54.7965;-58.8491;-62.6665;-59.1986;-62.4549;-55.5576;-59.7882;-56.2859;-53.0832;-61.6575;-60.2517;-58.5827;-58.5690;-53.6538;-58.3836;-55.0237;-56.8795;-49.7579;-51.7802;-64.8435;-57.9203;-38.3071;-71.2347;-69.0187;-50.7222;-66.1605;-58.6744;-73.5060;-63.7271;-65.1926;-56.4372;-66.4574;-64.9201;-73.4753
0.30,0,0,74329403,19.8131,8,-16.5368;-16.5425;-16.5455;-16.5343;-16.5322;-16.5422;-16.4958;-16.5376;-16.5319;-16.5009;-16.5353;-16.5606;-16.5038;-16.5308;-16.5074;-16.4973;-16.5139;-16.4752;-16.5037;-16.4821;-16.4855;-16.4209;-16.3702;-16.2875;-16.2976;-16.2187;-16.1472;-16.0302;-15.9661;-15.8979;-15.7828;-15.5926;-15.4241;-15.2186;-14.9545;-14.5684
0.30,0,0,74333076,30.4349,11,-94.1135;-98.5174;-106.9360;-92.5658;-101.5466;-97.1447;-110.5809;-89.9459;-101.7205;-95.4928;-98.2339;-96.8436;-98.7700;-98.1161;-79.9690;-90.4343;-96.1609;-95.2671;-102.1696;-87.0660;-76.8716;-93.8624;-95.4464;-87.1630;-112.9120;-98.0598;-105.2691;-128.1122;-66.4759;-113.2944;-107.5196;-142.0247;-119.4121;-111.8825;-126.9984;-102.7131
0.30,0,1,74369240,28.1096,9,-119.2615;-166.0770;-120.0569;-120.3665;-95.5033;-174.2007;-194.3578;-138.8401;-164.7491;-81.0477;-164.9484;-111.3895;-113.1824;-126.5885;-177.7312;-113.4555;-134.0802;-134.1716;-142.1404;-114.4646;-83.2820;-81.1524;-101.5705;-35.1444;-81.8909;-34.7376;-101.5680;-99.8278;-77.5553;-85.6156;-120.3760;-128.2827;-75.9675;-90.2092;-104.4954;-123.6279
0.30,0,0,75788522,15.2504,9,-33.4857;-33.3588;-33.5471;-34.0951;-34.4948;-33.2781;-34.4189;-34.6629;-33.2939;-33.1163;-33.6710;-33.0728;-32.5606;-34.3728;-36.0189;-33.5123;-35.9845;-36.8258;-37.0191;-38.3792;-37.2157;-35.2585;-35.2195;-32.8056;-36.2334;-35.2719;-31.1351;-31.3606;-32.9727;-28.1071;-30.1878;-29.0143;-26.8774;-28.1437;-29.5157;-26.9671
0.30,0,1,76075088,41.7958,8,-114.8954;-178.9924;-157.9292;-106.0099;-106.8610;-96.0931;-134.4066;-129.3296;-99.6742;-111.8261;-98.4163;-104.5836;-94.3702;-156.0091;-95.6964;-161.2952;-79.9581;-100.3659;-206.0316;-90.3876;-170.9398;-181.0324;-232.6091;-193.7601;-228.1942;-196.4492;-185.3614;-205.9113;-234.5042;-216.4456;-275.3440;-263.5268;-224.8094;-277.5855;-231.4919;-228.9228
0.30,0,0,76153904,33.2788,10,-36.7247;-27.6537;-28.1659;-36.7929;-32.3523;-29.0787;-30.1903;-29.0598;-29.0439;-30.7619;-33.1385;-34.0636;-29.6053;-28.5000;-31.8565;-30.4688;-24.0490;-25.3219;-28.4016;-24.7929;-26.1721;-26.2167;-33.0839;-31.5177;-27.8648;-29.6242;-28.5883;-26.7052;-30.4398;-29.1711;-26.7250;-33.1363;-36.1052;-28.1322;-25.8834;-30.4982
0.30,0,0,76154413,23.3000,9,-35.8747;-37.0410;-34.0364;-34.8447;-36.2499;-34.2262;-35.3331;-34.4400;-36.4124;-36.4678;-35.5009;-36.0434;-34.2040;-35.0238;-37.0488;-38.3242;-35.4258;-36.0006;-32.7171;-33.3160;-34.6340;-34.6989;-36.8171;-31.4064;-33.5279;-34.8749;-32.4244;-37.3055;-39.2159;-37.2474;-38.7681;-34.6911;-34.2978;-38.3787;-35.4466;-38.8262
0.30,0,1,76158476,22.0137,9,-27.6229;-27.3835;-27.5987;-27.4435;-27.5966;-27.4970;-27.5356;-27.7527;-27.4694;-27.5166;-27.6629;-27.4931;-27.5967;-27.4247;-27.6809;-27.5576;-27.5145;-27.3467;-27.2034;-27.3349;-27.3209;-27.0792;-26.9788;-26.9916;-26.7499;-26.5044;-26.7085;-26.1736;-26.1769;-25.9246;-25.8920;-25.8385;-25.6350;-25.4136;-25.2360;-24.7367
0.30,0,1,76159526,17.1596,9,-24.1318;-24.1820;-24.1504;-24.4625;-24.3049;-24.3247;-24.5914;-24.1840;-24.2635;-24.4402;-24.1997;-24.5062;-24.3103;-24.2704;-24.7254;-24.6557;-24.7961;-24.6571;-24.9601;-24.8364;-24.4741;-24.4188;-24.2638;-24.2641;-24.0152;-23.8952;-23.8890;-23.4724;-23.6634;-23.6012;-23.3944;-23.3100;-23.0503;-23.0702;-23.0095;-22.4526
0.30,0,1,76161732,15.0867,9,-18.6761;-18.4045;-18.4228;-18.8717;-18.3534;-18.7021;-18.5401;-18.7098;-18.8095;-18.6411;-18.7261;-18.3962;-18.9875;-18.7620;-18.8034;-18.7524;-18.7560;-19.0180;-19.3450;-19.4649;-20.4737;-19.2593;-19.8055;-19.0495;-20.1278;-19.6641;-20.4165;-20.0559;-20.5048;-19.2345;-19.2029;-19.5499;-18.8154;-19.4874;-19.5016;-18.8156
0.30,0,1,76162264,16.5119,16,-39.4662;-38.3266;-38.3336;-37.6613;-38.6911;-38.9076;-39.5101;-37.7443;-38.2882;-37.8631;-39.2813;-38.6019;-37.7692;-38.5985;-38.8320;-38.3400;-38.7168;-39.1309;-39.2301;-40.1832;-39.3049;-39.7151;-40.1365;-39.2282;-40.0210;-38.7799;-38.9125;-40.8874;-37.3915;-39.0746;-39.9876;-39.9466;-39.0465;-38.2173;-38.6842;-37.4390
0.30,0,0,76169627,19.7245,13,-147.0054;-150.2207;-145.6663;-148.3125;-152.5334;-151.1690;-143.9519;-149.4584;-148.6178;-150.4271;-151.3934;-151.0437;-142.9603;-139.5347;-126.8342;-135.1914;-120.4242;-107.0497;-100.3082;-67.3721;-71.4922;-77.6828;-55.6949;-52.6037;-58.9624;-36.7203;-49.1625;-51.5123;-37.9221;-64.4068;-59.5673;-70.3708;-68.1451;-78.1391;-68.9827;-55.9448
0.30,0,1,76169701,13.3336,16,-83.8441;-71.8275;-74.4990;-76.0915;-98.1475;-84.0275;-71.5018;-92.3844;-68.7334;-78.9985;-74.0549;-89.8405;-101.2006;-94.0232;-84.3099;-92.5380;-70.9779;-84.9472;-100.8773;-80.3338;-65.5278;-70.7225;-112.8580;-47.2132;-65.8740;-91.0243;-77.3816;-82.5942;-92.3525;-78.9420;-59.9891;-110.2532;-123.3742;-104.1150;-130.9278;-117.6272
0.30,0,1,76473368,55.0637,16,-555.0593;-553.4636;-551.1630;-622.3713;-654.3829;-575.6389;-550.3525;-642.7610;-768.2801;-806.4603;-675.2862;-587.7676;-553.0626;-568.7016;-619.3571;-908.5326;-793.2859;-592.8826;-714.6979;-853.7103;-622.5732;-521.9117;-423.5360;-680.4728;-965.8342;-816.7245;-839.6249;-1061.6728;-715.8237;-689.0344;-815.4067;-1035.1864;-879.9426;-1032.4815;-994.2455;-927.8847
0.30,0,0,77375718,34.7178,12,-281.5413;-278.2885;-277.7354;-278.2160;-277.2756;-279.8767;-279.3212;-269.1332;-266.4260;-271.3234;-257.7670;-250.4799;-239.2320;-240.6635;-209.2414;-189.1242;-153.4052;-154.0537;-98.9321;-72.0701;-57.6575;-54.3700;-86.8885;-74.1786;-117.7464;-111.2008;-159.4986;-139.0666;-169.2477;-155.3004;-214.7763;-156.4296;-198.8841;-155.3587;-157.7397;-203.5763
0.30,0,0,78530881,38.6624,16,-249.2602;-248.1377;-253.0581;-244.4783;-246.5670;-248.8907;-261.2041;-248.3298;-244.4444;-262.7157;-229.1388;-249.8085;-244.3948;-228.4466;-244.4330;-177.5669;-253.6842;-238.4824;-223.8043;-206.5702;-224.8301;-170.5292;-212.9691;-210.0168;-219.6675;-210.1108;-42.9195;-88.5623;-218.8527;-247.3579;-128.3402;-257.5354;-339.8662;-244.7439;-294.7285;-237.4974
0.30,0,0,78531052,50.3893,16,-39.1024;-41.2620;-40.7366;-42.0196;-39.4985;-39.4299;-39.9128;-44.7276;-41.5429;-42.7275;-40.3021;-43.3718;-40.7544;-42.7882;-41.3619;-40.0810;-41.8007;-42.9873;-42.0492;-39.9575;-38.1747;-54.4642;-51.3676;-39.5642;-37.7236;-44.7033;-45.7503;-42.3273;-40.2824;-43.7899;-46.7698;-39.0652;-38.2069;-44.9824;-53.8435;-47.8591
0.30,0,0,78531343,14.8314,8,-18.2225;-18.1083;-18.1384;-18.1285;-18.2077;-18.1097;-18.0859;-18.0997;-18.1882;-18.1753;-18.1496;-18.1787;-18.2267;-18.0478;-18.1071;-18.0299;-17.9617;-17.9677;-17.7646;-17.5309;-17.3803;-16.9917;-16.9353;-16.8176;-16.4337;-16.2867;-16.1858;-16.0526;-15.7793;-15.7689;-15.5778;-15.3847;-15.2407;-14.9753;-14.6656;-14.2857
0.30,0,0,78718097,22.6581,11,-97.5221;-94.3074;-95.3363;-103.6680;-102.9096;-93.6288;-99.8399;-101.2322;-99.0655;-100.2844;-94.8315;-79.6150;-101.6890;-81.9663;-96.0367;-71.0458;-102.8185;-41.7285;-85.5362;-91.6665;-79.0609;-101.3698;-92.2990;-98.2109;-79.2431;-93.6621;-94.8048;-99.0817;-86.1495;-131.8148;-90.5619;-98.4340;-65.8352;-109.3312;-95.3529;-108.7566
0.30,0,0,78723139,13.6673,16,-75.7464;-53.0486;-116.8388;-57.9421;-67.2023;-79.3516;-98.7873;-67.8169;-55.2979;-39.8186;-46.5954;-70.0812;-105.2344;-45.5571;-51.0488;-63.6127;-53.5493;-46.3154;-94.0629;-71.5131;-105.6930;-150.7750;-162.9112;-162.9806;-204.5768;-235.2406;-183.7590;-233.8553;-271.8295;-175.2257;-256.6870;-254.9275;-222.4276;-253.5676;-243.6012;-283.7341
0.30,0,0,78731125,30.7694,9,-20.8139;-20.5951;-20.7776;-21.0252;-20.6510;-20.5106;-20.7702;-20.6842;-20.9151;-20.7679;-20.5053;-20.8254;-21.0554;-20.7056;-20.5485;-20.9680;-21.0750;-21.3031;-21.5912;-22.1116;-22.0106;-22.2330;-21.9835;-23.0184;-23.2809;-22.1595;-22.1625;-24.3495;-23.1496;-23.4676;-21.3730;-22.0036;-21.9422;-21.4383;-20.5327;-19.7744
0.30,0,1,78756073,27.5506,8,-53.6896;-55.0833;-54.0850;-53.9301;-53.8766;-52.9688;-54.3304;-54.6387;-53.7620;-53.6768;-53.2845;-54.0318;-53.8208;-52.8818;-53.5236;-53.0248;-53.2142;-55.4470;-55.1496;-51.9365;-42.4728;-38.8569;-26.3206;-41.3987;-28.9244;-31.3362;-28.3679;-37.1909;-32.2500;-28.0834;-33.5206;-34.9824;-28.2196;-36.0066;-32.5717;-31.8927
0.30,0,0,78780337,13.2543,16,-40.3281;-40.3740;-40.3813;-40.3249;-40.2331;-40.4340;-40.4924;-40.5813;-40.1517;-40.7123;-40.6897;-40.5064;-40.3787;-40.2921;-40.3503;-40.5570;-40.7184;-40.2329;-40.3734;-39.4938;-40.4164;-40.4520;-40.4491;-39.8821;-39.8808;-40.1367;-39.4545;-40.0182;-39.5903;-39.5772;-39.4725;-39.0167;-38.9645;-38.6653;-38.4837;-38.3759
0.30,0,0,78848172,27.8019,16,-42.8355;-42.1513;-43.5792;-42.7008;-43.0417;-42.7339;-40.5170;-41.9077;-41.0597;-43.1802;-43.3339;-42.5273;-43.0003;-41.5583;-42.4194;-41.6825;-42.7328;-38.7913;-42.4962;-41.9375;-40.8082;-38.8568;-37.9861;-39.1728;-42.6222;-42.0770;-41.4403;-39.5438;-40.9901;-38.4348;-41.7361;-41.4330;-38.4880;-40.7336;-40.9062;-38.8394
0.30,0,0,78967167,59.0349,9,-39.7821;-35.9298;-43.1088;-36.9815;-43.6290;-32.4625;-41.4136;-36.0373;-35.3060;-42.7593;-39.6218;-45.2190;-44.8786;-35.5762;-43.9479;-44.6935;-42.7769;-48.5211;-38.2455;-44.7742;-27.9767;-35.7982;-37.2606;-34.7472;-44.3020;-29.5672;-41.0397;-30.6886;-44.1374;-25.7508;-44.9135;-54.7109;-51.6028;-54.3068;-43.0288;-43.3939
0.30,0,1,78996335,12.4243,8,-16.8866;-16.8718;-17.0132;-17.2267;-17.0823;-17.0891;-17.1320;-17.2574;-17.1379;-17.1853;-16.9226;-16.9248;-16.9476;-17.0469;-17.2105;-16.8029;-17.0023;-17.1990;-17.3474;-17.2760;-17.4115;-17.4267;-17.5377;-17.3370;-17.5606;-17.3711;-17.5586;-17.5845;-17.3586;-17.3836;-17.3070;-17.1871;-17.1154;-16.9832;-16.4488;-15.9613
0.30,0,0,79047888,17.1698,15,-54.5133;-51.2694;-53.3148;-47.6986;-56.1067;-54.7345;-51.8956;-57.1642;-48.3186;-50.8689;-50.6884;-57.7739;-51.7768;-55.9305;-46.5747;-47.8555;-51.0116;-65.5989;-81.9068;-55.0545;-72.0643;-79.9187;-66.7398;-73.6183;-71.5620;-72.9108;-71.1736;-78.9504;-58.5392;-77.9983;-72.0426;-83.1750;-81.3860;-88.9272;-76.2759;-65.5582
0.30,0,1,79050607,19.5194,16,-121.8122;-94.6766;-108.0906;-123.6515;-124.3533;-108.1912;-129.8956;-109.8230;-104.4846;-89.7444;-109.8228;-123.4264;-121.0979;-66.0792;-134.7033;-72.9246;-107.2999;-71.4762;-126.4757;-127.6237;-129.3934;-95.4200;-63.1018;-142.6762;-138.4583;-118.8323;-163.6090;-138.0284;-153.7678;-146.6585;-151.7651;-156.7341;-153.2648;-146.7510;-155.8345;-163.9119
0.30,0,1,79152251,36.0849,16,-244.5427;-245.7419;-248.0687;-244.7166;-242.7086;-247.7368;-249.3915;-244.3453;-244.3890;-242.8739;-239.1981;-234.4849;-232.6515;-232.2382;-228.3273;-225.6640;-219.6747;-155.3055;-156.8627;-124.6794;-111.0763;-103.2923;-111.1988;-107.9896;-89.8601;-68.4831;-85.0678;-92.5166;-81.3549;-73.3624;-93.6136;-62.7826;-47.1388;-66.0497;-47.1993;-58.6563
0.30,0,0,79243174,22.2548,9,-36.8607;-48.1459;-31.3421;-40.4967;-31.4391;-33.2204;-34.3472;-45.7058;-41.2218;-38.8716;-30.2674;-39.3764;-29.4212;-31.3578;-42.9572;-39.8151;-45.0063;-51.0133;-33.9898;-49.7633;-42.8696;-34.5013;-47.7955;-29.9027;-39.1652;-36.5416;-45.0425;-45.9200;-46.5953;-46.0511;-44.5304;-47.4686;-52.9456;-48.7691;-39.3939;-45.6310
0.30,0,1,79772681,13.8136,16,-30.0070;-30.3449;-30.9205;-31.0300;-29.9069;-31.3564;-29.9715;-31.0233;-30.2361;-31.3601;-30.5932;-30.2632;-29.7512;-30.3511;-30.3755;-31.1597;-31.0110;-30.9147;-34.2228;-36.7258;-37.6582;-39.2216;-38.3814;-43.3465;-43.6719;-41.6490;-39.2273;-39.2868;-40.1692;-40.0349;-38.6418;-43.7444;-43.9461;-42.9476;-41.0261;-41.3019
0.30,0,0,79950018,17.3107,16,-64.7913;-64.3362;-65.3818;-64.4829;-66.3746;-68.4297;-64.8287;-63.8055;-65.4319;-63.8726;-63.3725;-64.7754;-64.1772;-62.6690;-66.7061;-59.2239;-59.6694;-57.7572;-52.1331;-49.8854;-46.2907;-43.4025;-45.0668;-43.2364;-49.5991;-36.7637;-39.7242;-46.1102;-48.4718;-56.0889;-52.6298;-58.0754;-61.0391;-59.6678;-53.8929;-57.1263
0.30,0,0,79958468,13.8547,16,-21.8646;-21.8927;-21.9075;-21.8702;-21.8898;-21.9070;-21.8980;-21.8624;-21.8940;-21.8889;-21.8909;-21.8836;-21.8937;-21.8971;-21.9034;-21.9025;-21.9274;-21.9188;-21.9237;-21.9163;-21.9397;-21.9394;-21.9577;-21.9442;-21.9484;-21.9157;-21.8708;-21.8544;-21.7893;-21.6944;-21.5734;-21.4603;-21.3134;-21.1134;-20.8578;-20.4592
